AssetId,EquipmentModelKey,SerialNumber,IdentifierValue,HomeOffice,Lifecycle,Status,CurrentLocation,Custodian,CurrentProject,ParentAsset,LastCalDate,NextCalDue,RetirementReason,Notes,PhoneNumber,StaticIp,MigrationSource
GEO-C22-450005,Sigicom|C22|Geophone,450005,,Toronto,Active,InCalibration,Montreal Calibration,,,,2025-06-23,2026-06-23,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
SLM-S50-500016,Sigicom|S50|SoundLevelMeter,500016,,Ottawa,Active,CheckedOut,,kwame.grzybowski@englobecorp.com,09000015,,2026-05-04,2027-05-04,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
SLM-S50-500017,Sigicom|S50|SoundLevelMeter,500017,,Sudbury,Retired,Retired,,,,,2020-12-14,2021-12-14,Damaged,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
SLM-S50-500018,Sigicom|S50|SoundLevelMeter,500018,,Ottawa,Retired,Retired,,,,,2021-02-02,2022-02-02,Damaged,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-UM-40024,Instantel|Micromate|DataLogger,UM40024,,London,Active,CheckedOut,,solveig.adeyemi@englobecorp.com,,,2025-12-30,2026-12-30,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-UM-40024,Instantel|Micromate|Geophone,UM40024,,London,Active,CheckedOut,,solveig.adeyemi@englobecorp.com,,,2025-12-26,2026-12-26,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GoPro-C90000000,GoPro|White 7|HDCamera,C90000000,,Toronto,Retired,Retired,,,,,,,Damaged,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-UM-40025,Instantel|Micromate|DataLogger,UM40025,,Sudbury,Active,Deployed,2006 Boreal Pit Road,,09000225,,2026-01-07,2027-01-07,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-UM-40025,Instantel|Micromate|Geophone,UM40025,,Sudbury,Active,Deployed,2006 Boreal Pit Road,,09000225,DL-UM-40025,2026-01-07,2027-01-07,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-UM-40026,Instantel|Micromate|DataLogger,UM40026,,Ottawa,Active,Deployed,3566 Old Quarry Road,,09000244,,2025-10-02,2026-10-02,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-UM-40026,Instantel|Micromate|Geophone,UM40026,,Ottawa,Active,Deployed,3566 Old Quarry Road,,09000244,DL-UM-40026,2025-12-01,2026-12-01,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5049,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999942436753702036,SWO,Active,Available,SWO,,,,,,,,519-555-0131,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-UM-40027,Instantel|Micromate|DataLogger,UM40027,,Sudbury,Retired,Retired,,,,,2025-01-06,2026-01-06,Obsolete,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-UM-40027,Instantel|Micromate|Geophone,UM40027,,Sudbury,Retired,Retired,,,,,2020-09-18,2021-09-18,Obsolete,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-UM-40028,Instantel|Micromate|DataLogger,UM40028,,Ottawa,Active,Deployed,2307 Stonebridge Court,,09000178,,2023-11-27,2024-11-27,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-UM-40028,Instantel|Micromate|Geophone,UM40028,,Ottawa,Active,Deployed,2307 Stonebridge Court,,09000178,DL-UM-40028,2023-11-01,2024-11-01,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
SLM-UA-40001,Instantel|Micromate|Microphone,UA40001,,Ottawa,Active,Deployed,2307 Stonebridge Court,,09000178,DL-UM-40003,2025-07-14,2026-07-14,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-UM-40029,Instantel|Micromate|DataLogger,UM40029,,Ottawa,Active,Deployed,2587 Kettle Creek Road,,09000209,,2025-11-11,2026-11-11,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-UM-40029,Instantel|Micromate|Geophone,UM40029,,Ottawa,Retired,Retired,,,,,2020-11-03,2021-11-02,Damaged,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5050,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999980685424579818,SWO,Active,Available,SWO,,,,,,,,226-555-0174,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-D10-300005,Sigicom|D10|DataLogger,300005,,Toronto,Active,Deployed,2287 Lakeshore Viaduct Road,,09000010,,2025-06-17,2026-06-17,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5051,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999938014865238581,Toronto,Active,Deployed,2287 Lakeshore Viaduct Road,,09000010,DL-D10-300005,,,,,416-555-0196,192.0.2.98,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-UM-40030,Instantel|Micromate|DataLogger,UM40030,,Ottawa,Active,Deployed,895 Ashgrove Terrace,,09000252,,2025-07-03,2026-07-03,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-UM-40030,Instantel|Micromate|Geophone,UM40030,,Ottawa,Active,Deployed,895 Ashgrove Terrace,,09000252,DL-UM-40030,2025-07-14,2026-07-14,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-V12-400011,Sigicom|V12|Geophone,400011,,Mississauga,Active,Available,Mississauga,,,,2026-06-18,2027-06-18,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
AT-5001,Apple|AirTag|AssetTracker,,,Toronto,Active,CheckedOut,,callum.reyes@englobecorp.com,09000259,,,,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-UM-40031,Instantel|Micromate|DataLogger,UM40031,,Toronto,Active,Deployed,2592 Queensway Ridge,,09000099,,2025-01-20,2026-01-20,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-UM-40031,Instantel|Micromate|Geophone,UM40031,,Toronto,Active,Deployed,2592 Queensway Ridge,,09000099,DL-UM-40031,2024-07-18,2025-07-18,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5052,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999920354130142295,Mississauga,Active,Available,Mississauga,,,,,,,,905-555-0166,192.0.2.101,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-UM-40032,Instantel|Micromate|DataLogger,UM40032,,Toronto,Active,Deployed,4804 Danforth Ridge Road,,09000084,,2025-01-29,2026-01-29,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-UM-40032,Instantel|Micromate|Geophone,UM40032,,Toronto,Active,Deployed,4804 Danforth Ridge Road,,09000084,DL-UM-40032,2024-09-11,2025-09-11,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
SRV-5001,Instantel|Vision (station server)|Server,,,Ottawa,Active,Available,Ottawa,,,,,,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
AT-5002,Apple|AirTag|AssetTracker,,,Toronto,Active,CheckedOut,,rashid.oyelaran@englobecorp.com,09000040,,,,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-D10-300006,Sigicom|D10|DataLogger,300006,,SWO,Active,Deployed,1767 Conestoga Parkway Extension,,09000231,,2024-12-31,2025-12-31,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5053,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999970490082602701,SWO,Active,Deployed,1767 Conestoga Parkway Extension,,09000231,DL-D10-300006,,,,,226-555-0167,203.0.113.9,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-C22-450006,Sigicom|C22|Geophone,450006,,Toronto,Active,Available,Toronto,,,,2026-05-18,2027-05-18,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-D10-350000,Sigicom|D10M|DataLogger,350000,,Ottawa,Active,Deployed,914 Ashgrove Terrace,,09000069,,2024-01-16,2025-01-16,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5054,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999963669835255532,Ottawa,Active,Deployed,914 Ashgrove Terrace,,09000069,DL-D10-350000,,,,,613-555-0185,,SYNTHETIC seed=englobe-ams-007 profile=demo
SLM-S50-500019,Sigicom|S50|SoundLevelMeter,500019,,Ottawa,Active,Deployed,914 Ashgrove Terrace,,09000069,DL-D10-350000,2025-05-07,2026-05-07,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-D10-350001,Sigicom|D10M|DataLogger,350001,,Mississauga,Active,Deployed,1208 Harbourview Lane,,09000168,,2025-06-13,2026-06-13,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5055,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999946693838390148,Mississauga,Active,Deployed,1208 Harbourview Lane,,09000168,DL-D10-350001,,,,,905-555-0160,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-UM-40033,Instantel|Micromate|DataLogger,UM40033,,SWO,Active,Deployed,1767 Conestoga Parkway Extension,,09000231,,2024-08-12,2025-08-12,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-UM-40033,Instantel|Micromate|Geophone,UM40033,,SWO,Active,Deployed,1767 Conestoga Parkway Extension,,09000231,DL-UM-40033,2024-06-04,2025-06-04,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-V12-400012,Sigicom|V12|Geophone,400012,,Ottawa,Retired,Retired,,,,,2023-03-08,2024-03-08,Obsolete,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
SLM-S50-500020,Sigicom|S50|SoundLevelMeter,500020,,Toronto,Retired,Retired,,,,,2026-03-09,2027-03-09,Damaged,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-D10-350002,Sigicom|D10M|DataLogger,350002,,Ottawa,Active,Deployed,2587 Kettle Creek Road,,09000209,,2026-03-27,2027-03-27,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5056,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999967421995901125,Ottawa,Active,Deployed,2587 Kettle Creek Road,,09000209,DL-D10-350002,,,,,613-555-0135,203.0.113.191,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5057,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999943118868315578,Ottawa,Retired,Retired,,,,,,,Damaged,,613-555-0125,203.0.113.217,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-UM-40034,Instantel|Micromate|DataLogger,UM40034,,Sudbury,Active,Available,Sudbury,,,,2026-08-24,2027-08-24,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-UM-40034,Instantel|Micromate|Geophone,UM40034,,Sudbury,Active,Available,Sudbury,,,,2026-08-24,2027-08-24,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-V12-400013,Sigicom|V12|Geophone,400013,,Ottawa,Active,Deployed,914 Ashgrove Terrace,,09000069,DL-D10-350000,2024-06-27,2025-06-27,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-D10-350003,Sigicom|D10M|DataLogger,350003,,SWO,Active,Deployed,4201 Grand River Line,,09000202,,2026-04-27,2027-04-27,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5058,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999962128268863156,SWO,Active,Deployed,4201 Grand River Line,,09000202,DL-D10-350003,,,,,519-555-0128,192.0.2.215,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5059,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999963159402970853,SWO,Active,Available,SWO,,,,,,,,519-555-0178,198.51.100.135,SYNTHETIC seed=englobe-ams-007 profile=demo
SLM-S50-500021,Sigicom|S50|SoundLevelMeter,500021,,SWO,Active,Available,SWO,,,,2026-05-05,2027-05-05,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-D10-350004,Sigicom|D10M|DataLogger,350004,,SWO,Active,Deployed,1767 Conestoga Parkway Extension,,09000231,,2022-07-22,2023-07-22,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5060,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999913118523100924,SWO,Active,Deployed,1767 Conestoga Parkway Extension,,09000231,DL-D10-350004,,,,,519-555-0181,,SYNTHETIC seed=englobe-ams-007 profile=demo
TMP-5002,Larson Davis|831C|SoundLevelMeter,5000001,,Toronto,Active,Available,Toronto,,,,2026-05-26,2027-05-26,,"Tag illegible on receipt — temporary tag issued, needs completion.",,,SYNTHETIC seed=englobe-ams-007 profile=demo
SLM-LD-PA-5001,Larson Davis|831C Pre-Amp|Microphone,5001,,Toronto,Active,Available,Toronto,,,TMP-5002,2026-05-26,2027-05-26,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
SLM-LD-EL-700001,Larson Davis|831C Element|Microphone,700001,,Toronto,Active,Available,Toronto,,,TMP-5002,2026-05-26,2027-05-26,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-C22-450007,Sigicom|C22|Geophone,450007,,Toronto,Active,Deployed,2694 Queensway Ridge,,09000217,DL-D10-300003,2026-06-08,2027-06-08,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
MEMS-DP6000,RST|MEMS Digital|MEMSSensor,DP6000,,Toronto,Active,Available,Ottawa,,,,2024-10-21,2026-10-21,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-UM-40035,Instantel|Micromate|DataLogger,UM40035,,Ottawa,Active,Deployed,319 Copperhead Road,,09000170,,2025-11-23,2026-11-23,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-UM-40035,Instantel|Micromate|Geophone,UM40035,,Ottawa,Active,Deployed,319 Copperhead Road,,09000170,DL-UM-40035,2025-11-10,2026-11-10,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
SLM-S50-500022,Sigicom|S50|SoundLevelMeter,500022,,Toronto,Active,CheckedOut,,mathilde.pellerin@englobecorp.com,09000251,,2026-06-29,2027-06-29,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
SLM-UA-40002,Instantel|Micromate|Microphone,UA40002,,Toronto,Active,NeedsRepair,Toronto,,,,2022-11-23,2023-11-23,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
MDM-3000000010,Sierra Wireless|AirLink RV50X|Modem,3000000010,,Ottawa,Active,Deployed,1847 Harrow Gate Drive,,09000015,DL-UM-40010,,,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5061,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999925728857081049,Ottawa,Active,Deployed,1847 Harrow Gate Drive,,09000015,MDM-3000000010,,,,,613-555-0121,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-UM-40036,Instantel|Micromate|DataLogger,UM40036,,Sudbury,Active,Deployed,1441 Kelly Lake Line,,09000234,,2025-10-10,2026-10-10,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-UM-40036,Instantel|Micromate|Geophone,UM40036,,Sudbury,Active,Deployed,1441 Kelly Lake Line,,09000234,DL-UM-40036,2025-10-15,2026-10-15,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-C22-450008,Sigicom|C22|Geophone,450008,,Toronto,Active,Deployed,4377 Eastgate Boulevard,,09000040,DL-D10-350008,2025-12-25,2026-12-25,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
MDM-3000000011,Sierra Wireless|AirLink RV50X|Modem,3000000011,,Kitchener,Retired,Retired,,,,,,,Lost,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5062,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999999375639760341,Kitchener,Active,Retired,,,,MDM-3000000011,,,,,519-555-0126,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-D10-350005,Sigicom|D10M|DataLogger,350005,,Toronto,Active,Deployed,164 Queensway Ridge,,09000099,,2026-03-12,2027-03-12,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5063,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999934409139424096,Toronto,Active,Deployed,164 Queensway Ridge,,09000099,DL-D10-350005,,,,,416-555-0184,,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5064,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999996951487422441,Toronto,Active,Available,Toronto,,,,,,,,416-555-0177,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-V12-400014,Sigicom|V12|Geophone,400014,,Toronto,Active,Available,Toronto,,,,2026-03-23,2027-03-23,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-UM-40037,Instantel|Micromate|DataLogger,UM40037,,Ottawa,Active,CheckedOut,,greta.larsson@englobecorp.com,,,2025-04-23,2026-04-23,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-UM-40037,Instantel|Micromate|Geophone,UM40037,,Ottawa,Active,CheckedOut,,greta.larsson@englobecorp.com,,,2025-05-05,2026-05-05,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-UM-40038,Instantel|Micromate|DataLogger,UM40038,,Ottawa,Active,NeedsRepair,Ottawa,,,,2025-07-04,2026-07-04,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-UM-40038,Instantel|Micromate|Geophone,UM40038,,Ottawa,Active,Available,Ottawa,,,,2026-08-21,2027-08-21,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-V12-400015,Sigicom|V12|Geophone,400015,,Toronto,Active,Available,Toronto,,,,2025-12-22,2026-12-22,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5065,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999902294594797337,Sudbury,Active,Available,Sudbury,,,,,,,,249-555-0165,,SYNTHETIC seed=englobe-ams-007 profile=demo
VWR-50000,Campbell Scientific|VW-Analyzer|VWReadout,50000,,Toronto,Active,CheckedOut,,matteo.nwosu@englobecorp.com,09000216,,2026-05-12,2028-05-12,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
SLM-S50-500023,Sigicom|S50|SoundLevelMeter,500023,,Toronto,Active,InCalibration,Montreal Calibration,,,,2026-06-03,2026-06-23,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-UM-40039,Instantel|Micromate|DataLogger,UM40039,,Toronto,Active,Deployed,1067 Portlands Way,,09000216,,2024-11-01,2025-11-01,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-UM-40039,Instantel|Micromate|Geophone,UM40039,,Toronto,Active,Available,Toronto,,,,2025-12-16,2026-12-16,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-D10-350006,Sigicom|D10M|DataLogger,350006,,SWO,Active,Deployed,1162 Pinery Road,,09000202,,2025-02-24,2026-02-24,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5066,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999968830416487689,SWO,Active,Deployed,1162 Pinery Road,,09000202,DL-D10-350006,,,,,226-555-0199,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-V12-400016,Sigicom|V12|Geophone,400016,,Toronto,Active,Available,Toronto,,,,2026-02-11,2027-02-11,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
SLM-S50-500024,Sigicom|S50|SoundLevelMeter,500024,,Ottawa,Active,Available,Ottawa,,,,2026-04-27,2027-04-27,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-V12-400017,Sigicom|V12|Geophone,400017,,SWO,Active,Available,SWO,,,,2026-05-11,2027-05-11,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
MDM-3000000012,Sierra Wireless|AirLink RV50X|Modem,3000000012,,Toronto,Active,Deployed,3565 Wexford Drive,,09000038,DL-UM-40012,,,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5067,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999984285720514100,Toronto,Active,Deployed,3565 Wexford Drive,,09000038,MDM-3000000012,,,,,647-555-0135,,SYNTHETIC seed=englobe-ams-007 profile=demo
MDM-3000000013,Sierra Wireless|AirLink RV50X|Modem,3000000013,,Stoney Creek,Active,Deployed,1804 Harbourview Lane,,09000258,DL-UM-40007,,,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5068,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999991319012816914,Stoney Creek,Active,Deployed,1804 Harbourview Lane,,09000258,MDM-3000000013,,,,,905-555-0165,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-D10-350007,Sigicom|D10M|DataLogger,350007,,Ottawa,Active,Deployed,2088 Fenwick Street,,09000178,,2025-08-26,2026-08-26,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5069,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999999948525223382,Ottawa,Active,Deployed,2088 Fenwick Street,,09000178,DL-D10-350007,,,,,613-555-0155,203.0.113.91,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5070,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999947175721147495,Toronto,Active,Available,Toronto,,,,,,,,416-555-0110,,SYNTHETIC seed=englobe-ams-007 profile=demo
TLT-800000,Slope Indicator|EL Tilt Sensor|TiltSensor,800000,,Toronto,Active,CheckedOut,,callum.reyes@englobecorp.com,09000099,,2025-11-21,2027-11-21,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
AC-5002,Bruel & Kjaer|4231|AcousticCalibrator,,,SWO,Active,Missing,SWO,,,,2026-01-21,2027-01-21,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5071,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999929868803479875,Sudbury,Active,Available,Sudbury,,,,,,,,249-555-0193,,SYNTHETIC seed=englobe-ams-007 profile=demo
MDM-3000000014,Sierra Wireless|AirLink RV50X|Modem,3000000014,,Kitchener,Active,Deployed,4279 Erie Shore Drive,,09000237,DL-UM-40022,,,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5072,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999986177384493317,Kitchener,Active,Deployed,4279 Erie Shore Drive,,09000237,MDM-3000000014,,,,,226-555-0101,198.51.100.247,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-UM-40040,Instantel|Micromate|DataLogger,UM40040,,Ottawa,Active,Deployed,1086 Kettle Creek Road,,09000238,,2026-04-02,2027-04-02,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
GEO-UM-40040,Instantel|Micromate|Geophone,UM40040,,Ottawa,Active,CheckedOut,,ines.nakamura@englobecorp.com,,,2026-04-02,2027-04-02,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DL-D10-350008,Sigicom|D10M|DataLogger,350008,,Toronto,Active,Deployed,4377 Eastgate Boulevard,,09000040,,2026-04-07,2027-04-07,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5073,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999929663151337613,Toronto,Active,Deployed,4377 Eastgate Boulevard,,09000040,DL-D10-350008,,,,,416-555-0176,,SYNTHETIC seed=englobe-ams-007 profile=demo
MDM-3000000015,Sierra Wireless|AirLink RV50X|Modem,3000000015,,Sudbury,Active,Available,Sudbury,,,,,,,,,,SYNTHETIC seed=englobe-ams-007 profile=demo
DST-5074,"N/A (service, not a manufactured unit)|SIM Card|CellularService",,8999990219307635725,Sudbury,Active,Available,Sudbury,,,MDM-3000000015,,,,,249-555-0107,192.0.2.205,SYNTHETIC seed=englobe-ams-007 profile=demo
