InstallationComponentId,InstallationId,AssetId,KitRole,Orientation,Start,End,OpenedByLine,ClosedByLine
67b766de-f907-5634-adcf-c603c00b6d93,c407a953-e9ab-55af-b289-6b0be4c377b6,DL-BE-30000,Primary,,2020-12-03T13:53:26Z,2022-03-16T20:01:06Z,b7bd4e50-6b59-5b8f-8238-af548b3f267b,793a2f70-1db7-5652-88b0-00eb2344727d
fb2e3aa4-f35b-53b0-901c-43a835667786,c407a953-e9ab-55af-b289-6b0be4c377b6,GEO-BG-30007,Sensor1,E,2020-12-03T13:53:26Z,2022-02-03T21:13:14Z,b7bd4e50-6b59-5b8f-8238-af548b3f267b,e067b9b7-b936-51e3-93f3-86a767ed181d
f81382e4-272b-5052-b965-b993defc332a,d7aac2b6-6e61-5667-b12a-ab274562e6fb,DL-UM-40022,Primary,,2020-12-07T15:40:58Z,2020-12-24T19:03:26Z,5b98eb6d-329d-5c41-a672-62657a162c23,b1c065d8-6abc-5ac0-bed1-8bc6a4117b95
a3d4d3f9-020f-5d97-8fa8-86e2e23953bb,d7aac2b6-6e61-5667-b12a-ab274562e6fb,GEO-UM-40022,Sensor1,E,2020-12-07T15:40:58Z,2020-12-24T19:03:26Z,5b98eb6d-329d-5c41-a672-62657a162c23,b1c065d8-6abc-5ac0-bed1-8bc6a4117b95
14ec3a72-b371-5406-9bcc-2ce186e634e0,5eda2c64-2a2a-5bbe-813d-c3bb865c13ee,DL-BE-30034,Primary,,2020-12-08T16:07:41Z,2021-05-17T17:00:57Z,334e9249-c893-5e8a-8097-4ead8e0e36e9,be8f908c-741d-58ec-973f-709ba0ddc2b0
f85ac82c-b1e9-5ab7-a2e2-7220a5fd775c,5eda2c64-2a2a-5bbe-813d-c3bb865c13ee,GEO-BG-30026,Sensor1,H,2020-12-08T16:07:41Z,2021-05-17T17:00:57Z,334e9249-c893-5e8a-8097-4ead8e0e36e9,be8f908c-741d-58ec-973f-709ba0ddc2b0
40a99191-ae44-5000-abe2-5a3e9f656751,f04f0c56-afe7-5418-9236-44d7c41c1f53,DL-UM-40025,Primary,,2020-12-11T17:17:22Z,2021-04-13T17:43:12Z,585af6a6-8a3b-52e2-b4ea-2754302edb67,73939a9d-1a72-5666-848b-a914058ecbb0
2c921105-a8d7-5e93-a940-d9e4d049761d,f04f0c56-afe7-5418-9236-44d7c41c1f53,GEO-UM-40025,Sensor1,E,2020-12-11T17:17:22Z,2021-04-13T17:43:12Z,585af6a6-8a3b-52e2-b4ea-2754302edb67,73939a9d-1a72-5666-848b-a914058ecbb0
5ad906f2-6e4b-5cff-9bb9-f2a41906e320,51c98c8c-be2e-5ab4-990a-1218e4a96e2c,DL-BE-30038,Primary,,2020-12-15T16:00:50Z,2021-08-10T21:02:11Z,a6345a26-c821-5f18-bb5e-8aaa214695d2,9ac1e88a-f9ca-5592-91ed-4176a9b1d4ce
53b023d8-25fe-5a4d-ab0c-df5a7e830c07,495e6807-7846-5586-8eda-3789b0b49dae,DL-D10-300004,Primary,,2020-12-15T19:57:18Z,2021-10-15T20:14:02Z,81a49b81-5734-5966-8a0c-0020e492e2a1,9488b8d7-1d62-5abb-a647-f7fdc74e893d
c105c6b6-9fd0-56dd-b57a-f7b762868738,495e6807-7846-5586-8eda-3789b0b49dae,GEO-V12-400009,Sensor1,H,2020-12-15T19:57:18Z,2021-10-15T20:14:02Z,81a49b81-5734-5966-8a0c-0020e492e2a1,9488b8d7-1d62-5abb-a647-f7fdc74e893d
e335ac0e-531a-5128-9fe6-246535c3cd3e,61b35f7b-1d57-5523-b63e-2353450cd853,DL-BE-30032,Primary,,2020-12-15T20:27:11Z,2021-12-22T18:53:52Z,61a2d502-8029-5c62-94e5-0b8a8272a0d1,dd208973-041b-5cfd-b972-9a8b73569906
d8d46ebe-9209-5615-b87c-cccc1beccdf7,97e8fbaa-506b-551a-8ff9-4fdb740bac20,DL-UM-40019,Primary,,2020-12-16T20:41:31Z,2021-02-24T22:17:11Z,7f5f1302-8548-5765-a976-c78bc7a3223e,e3ece711-914c-582c-a1c8-1214c7c174cf
53a6a530-8628-57fc-9633-2da015b1dcb5,83a666a8-bdd5-5343-9512-830f1c927d68,DL-UM-40028,Primary,,2020-12-17T19:00:58Z,2021-01-25T20:26:03Z,4f7dcd7a-7603-52d1-84e4-fdeb2282b16e,41e8ccaa-4719-5f4c-9c9e-8e87fb92c6ec
8e28a998-70ec-56ab-9536-be443ffa82c4,83a666a8-bdd5-5343-9512-830f1c927d68,GEO-UM-40028,Sensor1,S,2020-12-17T19:00:58Z,2021-01-25T20:26:03Z,4f7dcd7a-7603-52d1-84e4-fdeb2282b16e,41e8ccaa-4719-5f4c-9c9e-8e87fb92c6ec
0eb57501-e06e-59b3-b6d4-b52bec0cd263,b355b1cd-4013-50f9-ba14-105bbbabd770,DL-BE-30061,Primary,,2020-12-19T20:31:57Z,2020-12-24T19:32:42Z,bd8dbcbe-8a07-5cf3-af9e-306a553e4704,07613b01-08a6-570c-9483-176d8332ed9d
431ccfaa-61e3-5a20-8903-f0f49e782edb,b9d4ede6-8021-5c2a-9a6d-fc75799b1a77,DL-BE-30006,Primary,,2020-12-20T21:39:46Z,2021-01-25T22:19:31Z,a2811d2d-b85b-5fc2-9e99-7fe07fe58ecb,7051954c-a3b3-5189-bb1b-759d791c6975
8e8ec480-ee6f-5edd-96ba-5097bd21b235,be9b680a-ba83-5007-8086-749ba7d8cc57,DL-D10-300003,Primary,,2020-12-21T19:05:47Z,2021-04-02T20:44:37Z,67b1d60a-0147-501e-9a72-5ed54956ab6a,7426cc84-f5fe-5ecf-ba0e-e8f1bfe92adb
e12f4972-3f4f-5c32-9d3e-6ef93980e00b,be9b680a-ba83-5007-8086-749ba7d8cc57,GEO-V12-400000,Sensor1,N,2020-12-21T19:05:47Z,2021-03-04T18:30:36Z,67b1d60a-0147-501e-9a72-5ed54956ab6a,883dc3ee-0d34-55f8-92c7-3e2b8ac56bfa
9f451420-c641-5fd1-9a85-3d2e900df8a7,bc12e4a5-5bcb-540c-b8ec-c1db6f014c98,DL-BE-30039,Primary,,2020-12-21T18:28:55Z,2021-09-06T18:05:39Z,7b4ca667-ad89-5c0a-a7e7-657d6f8b798e,9844ba4f-d2c2-57ca-9b91-ada6aa85a26c
5f624493-d686-5e91-9353-07a0784bbe21,a695a28d-5c01-574f-b11b-02c5874d38d6,DL-D10-300005,Primary,,2020-12-22T22:01:24Z,2022-06-03T17:22:33Z,b28454e4-7db4-5d8c-8b80-2634e2b7b01e,e98f9056-9335-5fbc-adcd-beb4be7c1af0
98a5002c-0c83-5924-bedc-de968dbc3ddd,a695a28d-5c01-574f-b11b-02c5874d38d6,GEO-V12-400003,Sensor1,W,2020-12-22T22:01:24Z,2022-06-03T17:22:33Z,b28454e4-7db4-5d8c-8b80-2634e2b7b01e,e98f9056-9335-5fbc-adcd-beb4be7c1af0
6b60392b-2b09-5303-ad47-47426145fe73,6597bc33-b81e-57bc-b385-4354eeff07c7,DL-BE-30016,Primary,,2020-12-25T18:16:52Z,2022-06-02T18:06:24Z,185562b8-743f-5dcc-8eb4-1bc3a3a17980,98c94a3b-f1df-5d51-af30-13cdc0be26c8
0406d6d6-3d4f-5487-9639-1be669208171,6597bc33-b81e-57bc-b385-4354eeff07c7,GEO-BG-30006,Sensor1,E,2020-12-25T18:16:52Z,2022-04-26T19:08:52Z,185562b8-743f-5dcc-8eb4-1bc3a3a17980,e6dab1cc-d938-5b5a-8989-5eb8ead9cd3a
c3d6b58b-a173-5145-88cb-0b4cc8be83fd,306422dc-7375-5a82-9f7b-12b2b273c552,DL-BE-30013,Primary,,2021-01-05T15:08:42Z,2022-09-12T17:20:53Z,13727b5d-54fb-56fa-aeef-26938061ff70,fa47560a-2ce6-59d8-898e-1b39fda61383
f334aca6-7308-51c0-90d4-aea3ebcca676,306422dc-7375-5a82-9f7b-12b2b273c552,GEO-BG-30031,Sensor1,BH,2021-01-05T15:08:42Z,2022-09-12T17:20:53Z,13727b5d-54fb-56fa-aeef-26938061ff70,fa47560a-2ce6-59d8-898e-1b39fda61383
7bc342f9-9417-527a-b175-8c453c463c7f,c1e67653-6bce-5c6b-8aaf-d0f54920e9fd,DL-BE-30043,Primary,,2021-01-13T17:34:12Z,2021-03-01T18:59:17Z,b3d70d02-658c-5f51-a1f3-0a7d41c18ecb,56d8e9ca-2eb1-578d-9a14-32f4c345d0ae
e2bb1ce9-1ee7-5046-ba81-fe7ee70bb7d5,c0cbf6de-67eb-517f-afd1-e7de6ab3b0f7,DL-UM-40027,Primary,,2021-01-14T16:36:01Z,2021-04-27T19:08:53Z,23be4491-7a12-558a-a0a1-2cd94ae0f3d8,c0d627c7-7323-57fc-9a73-29e3846fc432
83d933f9-230a-5d16-834a-7b220c214c7e,c0cbf6de-67eb-517f-afd1-e7de6ab3b0f7,GEO-UM-40027,Sensor1,E,2021-01-14T16:36:01Z,2021-04-27T19:08:53Z,23be4491-7a12-558a-a0a1-2cd94ae0f3d8,c0d627c7-7323-57fc-9a73-29e3846fc432
3c46aa24-6e8b-52f6-944f-6960bfece6ef,903ea674-4f85-5241-b50a-0b9a62f66f3f,DL-D10-300002,Primary,,2021-01-18T16:20:09Z,2021-02-11T11:04:22Z,eff9023b-8a8b-5d90-8a1d-38563ba6b6cb,4e87a6fa-c088-5f99-b00c-ecddde9bd8cb
cecc727e-301f-5d16-bc97-d573001a1d17,903ea674-4f85-5241-b50a-0b9a62f66f3f,SLM-S50-500006,Microphone,,2021-01-18T16:20:09Z,2021-02-11T11:04:22Z,eff9023b-8a8b-5d90-8a1d-38563ba6b6cb,4e87a6fa-c088-5f99-b00c-ecddde9bd8cb
b6055001-20a8-5319-b3fd-c8c94521fb5d,baf2b27c-a7be-528b-9506-492fe746aa82,DL-UM-40023,Primary,,2021-01-18T20:13:01Z,2021-02-24T20:42:49Z,fd85cdb3-71a1-542a-8f44-74400f037b8d,16c7d129-b076-5895-9029-b87d259f9dda
58811e2b-aa81-59d8-b78b-dede8d9cbb64,baf2b27c-a7be-528b-9506-492fe746aa82,GEO-UM-40023,Sensor1,W,2021-01-18T20:13:01Z,2021-02-24T20:42:49Z,fd85cdb3-71a1-542a-8f44-74400f037b8d,16c7d129-b076-5895-9029-b87d259f9dda
43ff5016-6d31-5cc7-b8d4-aa73ef35a25c,be382e81-7e9a-5f0f-8faf-41687f76cbd1,DL-UM-40002,Primary,,2021-01-18T19:42:08Z,2022-05-25T20:13:45Z,303d12ae-129d-5b36-b190-a7b8a2008160,cf6c1c4a-2605-582b-86b8-4272c8cc9c79
3c61e26f-525a-5684-b82f-244096cd025b,be382e81-7e9a-5f0f-8faf-41687f76cbd1,GEO-UM-40002,Sensor1,BH,2021-01-18T19:42:08Z,2022-05-25T20:13:45Z,303d12ae-129d-5b36-b190-a7b8a2008160,cf6c1c4a-2605-582b-86b8-4272c8cc9c79
47239fa3-cefd-5152-ba1c-1dac6a3d0551,be382e81-7e9a-5f0f-8faf-41687f76cbd1,MDM-3000000000,Modem,,2021-01-18T19:42:08Z,2022-05-25T20:13:45Z,303d12ae-129d-5b36-b190-a7b8a2008160,cf6c1c4a-2605-582b-86b8-4272c8cc9c79
ea2eee87-7b7d-5e5f-bc3d-8920ac624228,618d5890-c57a-592d-a133-0533dbdee2b3,DL-BE-30055,Primary,,2021-01-19T14:38:55Z,2021-05-21T20:25:13Z,1ca1b685-bcf6-5295-bf49-2fd0221a95ef,23efa5ae-8acb-52b3-b11d-94a91c6b9a25
0c5042b6-13b0-5c73-be83-37e8b20a2d71,864f97d3-cf80-513f-9869-6814c55945cc,DL-BE-30061,Primary,,2021-01-21T17:59:38Z,2021-02-15T20:27:35Z,5cb3fb09-28de-51ae-a4ad-7b8a2dfbc6bc,09d8bc95-7f29-5c4d-a2da-21c7901fde96
00f0a232-17ca-5179-93e8-e04365e43280,e7e3e6c3-e31a-5b73-8f84-dcf9789637e1,DL-UM-40018,Primary,,2021-01-29T11:44:45Z,2022-08-24T18:50:36Z,ab288517-0fb9-5a3b-a0fd-c9e47fcb2a24,655a7d98-a2b0-5f68-a906-650b85f84c78
9ceec5b0-b4ec-5e9e-9adb-f5f3dadd753f,e7e3e6c3-e31a-5b73-8f84-dcf9789637e1,GEO-UM-40018,Sensor1,V,2021-01-29T11:44:45Z,2022-08-24T18:50:36Z,ab288517-0fb9-5a3b-a0fd-c9e47fcb2a24,655a7d98-a2b0-5f68-a906-650b85f84c78
4e44bc15-2e79-528c-916c-cc1bdbbf843b,d33b20c9-59c5-5b67-9c1d-73fb7f67f0ac,DL-UM-40013,Primary,,2021-02-01T21:50:16Z,2021-03-01T18:47:04Z,5740ca97-027a-507b-8677-7a8d4decbe14,332085eb-2493-5f81-870d-17d9982e8603
30f65270-aed2-5a73-8b33-ebbc4e65a63b,d33b20c9-59c5-5b67-9c1d-73fb7f67f0ac,GEO-UM-40013,Sensor1,V,2021-02-01T21:50:16Z,2021-03-01T18:47:04Z,5740ca97-027a-507b-8677-7a8d4decbe14,332085eb-2493-5f81-870d-17d9982e8603
9f1acc1f-54ff-501d-a0d1-b67c612571ed,0b04a117-db98-5123-92c2-f7ccf22dca37,DL-UM-40016,Primary,,2021-02-01T12:46:35Z,2022-03-07T22:12:54Z,223286cb-ddfc-5a7b-a81a-1da84c901be7,8329b05f-8c27-596a-947c-676b4a48d53a
2ff35288-4ed1-5660-8de1-c4fefa04ac99,0b04a117-db98-5123-92c2-f7ccf22dca37,MDM-3000000002,Modem,,2021-02-01T12:46:35Z,2022-03-07T22:12:54Z,223286cb-ddfc-5a7b-a81a-1da84c901be7,8329b05f-8c27-596a-947c-676b4a48d53a
0c1b695d-329f-5309-9a57-661c1fcbb6ae,0b04a117-db98-5123-92c2-f7ccf22dca37,GEO-UM-40016,Sensor1,W,2021-02-01T12:46:35Z,2022-03-07T22:12:54Z,223286cb-ddfc-5a7b-a81a-1da84c901be7,8329b05f-8c27-596a-947c-676b4a48d53a
115aaccc-073b-587f-bbf5-539db44eb250,d8862a05-c248-5506-b843-ef03dcaabd1c,DL-UM-40028,Primary,,2021-02-01T22:38:53Z,2021-02-17T18:47:41Z,8c19b6fb-dfd7-57e0-af77-b6c973aec116,3707b2d1-ba3f-565c-bf90-6a9a0fead1af
f45f969b-d30d-510d-b61a-be71541f2445,d8862a05-c248-5506-b843-ef03dcaabd1c,GEO-UM-40028,Sensor1,N,2021-02-01T22:38:53Z,2021-02-17T18:47:41Z,8c19b6fb-dfd7-57e0-af77-b6c973aec116,3707b2d1-ba3f-565c-bf90-6a9a0fead1af
18b1ac11-af8c-5d8c-851f-7d2fcf209b81,12223941-1077-5cdc-83dd-db3e2440bab6,DL-UM-40008,Primary,,2021-02-16T15:45:06Z,2022-01-17T20:36:07Z,e5db7481-a3bf-5903-83f6-5687604bbee5,56904722-fe1f-5c3e-b635-c30aeb0563b1
8c3a6593-c654-5dc8-b049-6ace24533207,12223941-1077-5cdc-83dd-db3e2440bab6,GEO-UM-40008,Sensor1,W,2021-02-16T15:45:06Z,2022-01-17T20:36:07Z,e5db7481-a3bf-5903-83f6-5687604bbee5,56904722-fe1f-5c3e-b635-c30aeb0563b1
72887b1a-6888-5c66-8c7b-b59b889f81a7,bcbb6662-c6a6-5aa2-b44b-ecac879364c4,DL-UM-40022,Primary,,2021-02-19T00:06:54Z,2021-05-10T19:18:26Z,3c953f29-3aaa-57e0-973c-49f1d636c9f2,2328298b-ea11-5fa7-90d6-59ac4394a986
d3bf0785-e116-55e9-b36f-e3ddae84cf9f,bcbb6662-c6a6-5aa2-b44b-ecac879364c4,GEO-UM-40022,Sensor1,H,2021-02-19T00:06:54Z,2021-05-10T19:18:26Z,3c953f29-3aaa-57e0-973c-49f1d636c9f2,2328298b-ea11-5fa7-90d6-59ac4394a986
b752ca88-0cc6-5fd8-9021-62d135ef3e04,66c6d212-394c-50c8-8af4-f0a8f76d5db7,DL-BE-30022,Primary,,2021-02-25T14:20:49Z,2021-03-18T18:51:42Z,c57d94c8-b5a8-5e9b-98f6-794bf074b56c,9b78dd49-45b3-5461-bac9-af345df4b764
66bb31c9-09a4-5842-9ced-3e5c894aceda,17c38a35-31f3-5091-b77c-f14b4179b6c5,DL-D10-300002,Primary,,2021-02-26T14:45:05Z,2021-04-09T21:19:39Z,e226ac19-66fc-575a-b4d2-73e4e95e3695,cd0da1c7-cdd3-505b-8440-5530fe39a26b
6f10d1d8-3cda-554c-8be9-d6eb8a9b953b,17c38a35-31f3-5091-b77c-f14b4179b6c5,GEO-C22-450000,Sensor1,W,2021-02-26T14:45:05Z,2021-04-09T21:19:39Z,e226ac19-66fc-575a-b4d2-73e4e95e3695,cd0da1c7-cdd3-505b-8440-5530fe39a26b
4fb662ab-5b7d-543f-8e1e-983f3de1f647,17c38a35-31f3-5091-b77c-f14b4179b6c5,SLM-S50-500006,Microphone,,2021-02-26T14:45:05Z,2021-04-09T21:19:39Z,e226ac19-66fc-575a-b4d2-73e4e95e3695,cd0da1c7-cdd3-505b-8440-5530fe39a26b
e3a0dc43-9d8f-5c91-a6ba-6c72b0cf5f79,17c38a35-31f3-5091-b77c-f14b4179b6c5,GEO-C22-450001,Sensor2,S,2021-02-26T14:45:05Z,2021-04-09T21:19:39Z,e226ac19-66fc-575a-b4d2-73e4e95e3695,cd0da1c7-cdd3-505b-8440-5530fe39a26b
952390b4-d282-5df5-933d-f95377ff7332,17c38a35-31f3-5091-b77c-f14b4179b6c5,GEO-V12-400008,Sensor3,S,2021-02-26T14:45:05Z,2021-04-09T21:19:39Z,e226ac19-66fc-575a-b4d2-73e4e95e3695,cd0da1c7-cdd3-505b-8440-5530fe39a26b
c546c3c6-3192-511e-944c-ffa828653ef7,cf49ee2e-3d0a-53e7-86d8-9f9ea8c7a61a,DL-UM-40030,Primary,,2021-03-01T19:06:12Z,2021-07-12T21:25:41Z,eeb31b4a-d2b6-5d9d-9c6b-06b5b96a38cd,50c82f1d-d57b-5daf-bed0-ad7586b0b5d4
1b03120a-ec5a-5fca-8298-fc660063cf97,cf49ee2e-3d0a-53e7-86d8-9f9ea8c7a61a,GEO-UM-40030,Sensor1,S,2021-03-01T19:06:12Z,2021-07-12T21:25:41Z,eeb31b4a-d2b6-5d9d-9c6b-06b5b96a38cd,50c82f1d-d57b-5daf-bed0-ad7586b0b5d4
4473b3df-b486-5635-813d-bfa8a47a1501,21ed23c7-6e05-5dc9-ac50-e80c4b421323,DL-BE-30007,Primary,,2021-03-01T15:32:27Z,2021-10-01T10:00:19Z,10324e80-1c86-5f11-84f7-c008af8eb63f,4e19b4dc-0ae8-5290-bf38-bbc02f80d64d
dea6dab4-fd41-5684-aea5-5520bba3da77,21ed23c7-6e05-5dc9-ac50-e80c4b421323,GEO-BG-30017,Sensor1,E,2021-03-01T15:32:27Z,2021-09-07T17:30:27Z,10324e80-1c86-5f11-84f7-c008af8eb63f,c3d13851-d4b6-5d87-9527-2c09ff85a0c1
86e3a2ed-9712-5748-bfc1-dcf40f863be1,be9b680a-ba83-5007-8086-749ba7d8cc57,GEO-V12-400004,Sensor1,N,2021-03-04T18:31:36Z,2021-04-02T20:44:37Z,d81b8dcb-efff-53b0-ae34-eacad338f1a0,7426cc84-f5fe-5ecf-ba0e-e8f1bfe92adb
5c2d2b45-78dd-5350-9b26-ef7ff8b36639,d6a5b921-2ebe-5527-ab89-fae978452dce,DL-BE-30020,Primary,,2021-03-08T20:35:40Z,2022-01-10T21:24:19Z,36d75bd9-45bf-51de-bf1f-689be4b5bc3a,3b8aaba3-0f1c-55f2-97a3-5a3ac90a9b5a
6d834652-8713-5699-9055-f2f41ed8f6e8,d6a5b921-2ebe-5527-ab89-fae978452dce,GEO-BG-30022,Sensor1,V,2021-03-08T20:35:40Z,2022-01-10T21:24:19Z,36d75bd9-45bf-51de-bf1f-689be4b5bc3a,3b8aaba3-0f1c-55f2-97a3-5a3ac90a9b5a
994bef87-3d27-56cc-9780-cf652fdb6254,0fd053d3-97eb-5fc0-979b-5e4bed3a0599,DL-BE-30024,Primary,,2021-03-09T16:12:14Z,2021-03-23T21:04:55Z,d9c30aac-f876-5acf-8b10-fa0c7019ed09,cfa14d3b-3f94-5070-ac06-19a4dd85550c
6a73ffc2-b212-55b4-9edf-06a1485139b1,ec806895-c11d-5990-b558-0ded92255510,DL-BE-30006,Primary,,2021-03-10T15:55:23Z,2021-09-24T21:55:26Z,8d5a5618-e3d8-53e6-84e3-ec110e547f26,7b37e4bb-21a9-5dfd-8f2d-86becd9b71d7
d96693fe-790c-5e06-9228-c3ca791992df,81fbad8b-1308-5c7e-b1a8-5efba1adc634,DL-BE-30051,Primary,,2021-03-11T11:07:25Z,2021-07-19T17:34:42Z,631ff62d-e101-577b-839f-74bcf79564d6,e7b4c662-63a9-5687-b234-bd82f5cc1f30
8a8ff974-73e4-55dc-916e-f0dcce1e14fe,81fbad8b-1308-5c7e-b1a8-5efba1adc634,GEO-BG-30032,Sensor1,W,2021-03-11T11:07:25Z,2021-07-19T17:34:42Z,631ff62d-e101-577b-839f-74bcf79564d6,e7b4c662-63a9-5687-b234-bd82f5cc1f30
3bab0e16-8384-59c4-b54e-916fd41fdc58,baa44c5b-814d-5f19-93f9-c7996730cc64,DL-UM-40031,Primary,,2021-03-15T17:53:00Z,2021-04-07T18:38:13Z,32f4907f-d8de-55cb-b035-edee49fb7358,72ce1465-257e-57fb-9efd-9194f0450d14
14488934-4b77-5cc8-bacb-c8ee343e6fb2,baa44c5b-814d-5f19-93f9-c7996730cc64,GEO-UM-40031,Sensor1,E,2021-03-15T17:53:00Z,2021-04-07T18:38:13Z,32f4907f-d8de-55cb-b035-edee49fb7358,72ce1465-257e-57fb-9efd-9194f0450d14
0d0186b1-1c5c-5018-92c0-98c904b40ed2,ec54b34a-56cb-5bf0-ba64-e30a6e26ce3e,DL-UM-40028,Primary,,2021-03-16T17:29:59Z,2021-12-13T19:56:37Z,2d97f81d-d188-526a-9aef-7a2ccebbc92c,396b3adc-8d49-5297-8419-c5a415a01ccc
51ea7236-edb5-569f-8662-6c5b42707ae4,ec54b34a-56cb-5bf0-ba64-e30a6e26ce3e,GEO-UM-40028,Sensor1,V,2021-03-16T17:29:59Z,2021-12-13T19:56:37Z,2d97f81d-d188-526a-9aef-7a2ccebbc92c,396b3adc-8d49-5297-8419-c5a415a01ccc
3f09f98a-ac9f-5ec1-864f-82659cce173c,66b0a9d2-9784-551d-8f86-4d0f090e4d77,DL-BE-30049,Primary,,2021-03-19T12:15:12Z,2022-08-08T20:31:10Z,f44a26af-798d-5e6a-bfb3-09f409d270be,6962f446-efae-52b3-ac10-a7e379184a20
0130a2c9-7a57-582e-8699-a516f4c3e195,6e3fa280-f818-56b3-91a7-e0a941cc2198,DL-BE-30059,Primary,,2021-03-23T21:03:08Z,2021-05-03T21:20:04Z,1dbb844e-389a-5a7b-81fa-d9a0467f89dc,4908da0a-17d4-5020-b91f-79e331dd1379
6cf12186-a3f5-5282-a9e2-6c77bd4ae7b2,c47ee064-0fd4-5ba5-b3bf-50264ebc4574,DL-D10-300001,Primary,,2021-03-26T19:15:56Z,2021-08-27T18:53:30Z,7d1acb98-b5cb-5f9e-a920-cfb2aa1202ae,8092cd9a-f088-5afa-ad04-d66c6e3d7a86
225dae72-7fcf-5fc2-8031-37f720203f65,c47ee064-0fd4-5ba5-b3bf-50264ebc4574,GEO-V12-400002,Sensor1,W,2021-03-26T19:15:56Z,2021-07-30T17:25:47Z,7d1acb98-b5cb-5f9e-a920-cfb2aa1202ae,104360a8-3d6b-5a9f-b443-d0f2e3462447
1f1ab46e-7b17-5023-a5ff-bf5c2626a5db,572dc2d3-6924-5bba-a6ab-f03e6cfdbf8d,DL-UM-40013,Primary,,2021-03-30T20:33:10Z,2022-01-19T21:33:29Z,ad2510a3-792c-5be7-99d5-42084a9162a3,fba3328d-92e6-56af-9147-1d554654061a
3ec0eafb-a02f-5aee-a5c4-c902ceb8d996,572dc2d3-6924-5bba-a6ab-f03e6cfdbf8d,GEO-UM-40013,Sensor1,W,2021-03-30T20:33:10Z,2022-01-19T21:33:29Z,ad2510a3-792c-5be7-99d5-42084a9162a3,fba3328d-92e6-56af-9147-1d554654061a
501dadd2-d316-56db-a86c-b17a1478bf8e,d495bab0-1302-55b0-9b81-e3b441da7ec3,DL-BE-30018,Primary,,2021-04-01T14:35:30Z,2021-12-24T22:28:27Z,c3c0e37f-7638-5ef0-a28f-f38c339b9a49,07e60eb9-c843-56a6-9a7b-67eba721e39f
f4fe722e-3396-512b-aaf1-a326b65c041d,d495bab0-1302-55b0-9b81-e3b441da7ec3,GEO-BG-30021,Sensor1,W,2021-04-01T14:35:30Z,2021-11-15T21:50:02Z,c3c0e37f-7638-5ef0-a28f-f38c339b9a49,4a2772d5-6c6e-5654-ab01-8aad009fb203
40666864-c913-5500-87c6-00226eee84c1,e1ee5c5c-bc01-56ed-a66b-08431030c102,DL-UM-40019,Primary,,2021-04-06T11:19:44Z,2021-06-11T18:38:45Z,cb68b683-8b08-5990-ad49-5b101c2b721e,0c6e5727-3712-586a-82c6-d37f8dc02fc1
a53cfebf-2db7-54fc-a36c-dd5bfb694f75,e1ee5c5c-bc01-56ed-a66b-08431030c102,GEO-UM-40019,Sensor1,V,2021-04-06T11:19:44Z,2021-06-11T18:38:45Z,cb68b683-8b08-5990-ad49-5b101c2b721e,0c6e5727-3712-586a-82c6-d37f8dc02fc1
fac55744-6461-594a-ae8d-164f5617c353,190889a6-e18d-532a-9dc3-1426f88942bb,DL-BE-30024,Primary,,2021-04-07T19:16:39Z,2021-04-19T19:17:48Z,2768b771-3f58-5489-9de5-5f9d67347905,86cb3be6-2913-54bc-9921-f8562949a802
3fa7f795-6845-5744-ab13-3ee73163580a,034893ad-b8a1-5f4f-8d32-e3c95b2a5fe2,DL-UM-40017,Primary,,2021-04-09T12:21:31Z,2021-08-27T21:20:28Z,a52efa65-fa3d-5ab1-8df8-0a142fe0731c,604144d1-3fea-5781-bbe6-a8043d48bfd8
495c809d-f334-55fe-8d42-ec1e66213b50,034893ad-b8a1-5f4f-8d32-e3c95b2a5fe2,GEO-UM-40017,Sensor1,S,2021-04-09T12:21:31Z,2021-08-27T21:20:28Z,a52efa65-fa3d-5ab1-8df8-0a142fe0731c,604144d1-3fea-5781-bbe6-a8043d48bfd8
7f30083b-4df2-56e0-8b6a-2a2d3121319e,2229b498-e79f-55e3-bcb6-df4d25971f65,DL-UM-40011,Primary,,2021-04-13T21:51:21Z,2022-11-21T21:09:01Z,1aaac584-9a5c-555e-a473-d0167c9c9ad2,f49ee693-beef-5e21-91c0-173efac86e09
0c448cfd-520d-503f-915d-f282766f66c0,2229b498-e79f-55e3-bcb6-df4d25971f65,MDM-3000000009,Modem,,2021-04-13T21:51:21Z,2022-11-21T21:09:01Z,1aaac584-9a5c-555e-a473-d0167c9c9ad2,f49ee693-beef-5e21-91c0-173efac86e09
7b0e236e-392c-57b9-a4ab-19eda5b63215,4e232a17-9300-5ad7-a370-cf4380adc1d9,DL-UM-40020,Primary,,2021-04-14T21:26:48Z,2022-01-17T22:06:07Z,bfdeaaf3-1ed4-5705-83a4-374b5783c5ad,2920938e-05b7-50b0-b66d-207c4039c44c
2cdd1474-fb5b-541b-a97a-d12b25ca72aa,4e232a17-9300-5ad7-a370-cf4380adc1d9,GEO-UM-40020,Sensor1,N,2021-04-14T21:26:48Z,2022-01-17T22:06:07Z,bfdeaaf3-1ed4-5705-83a4-374b5783c5ad,2920938e-05b7-50b0-b66d-207c4039c44c
