RecordId,AssetId,CalibrationDate,NextDueDate,Lab,CertificateNumber,CertificateUrl,Cost,Result
7dfc9339-6688-5d6a-bf66-0b01ad540f7f,GEO-UM-40002,2020-07-17,2020-06-13,Montreal Calibration,SYN-MC-20-000994,,295.00,Fail
37e187e0-c54a-50a7-8845-8908a07ec811,GEO-BG-30007,2020-07-20,2021-07-20,Montreal Calibration,SYN-MC-20-000995,,270.00,Pass
b2d3fee9-b179-5429-9981-9e5011b911a8,GEO-V12-400010,2020-07-20,2021-07-20,Montreal Calibration,SYN-MC-20-000996,,265.00,Adjusted
e80f8c2f-fc16-5d92-aa41-6f283e10155e,DL-UM-40002,2020-07-21,2021-07-21,Montreal Calibration,SYN-MC-20-000997,,365.00,Pass
2a75be26-cf3c-5758-a849-388d5175634e,TS-62000001,2020-07-27,2021-07-27,Montreal Calibration,SYN-MC-20-000998,,605.00,Pass
12c598c8-4472-5f79-9958-543498e175e8,GEO-V12-400005,2020-07-28,2021-07-28,Montreal Calibration,SYN-MC-20-000999,,250.00,Pass
439e0fd9-444a-55ae-9287-340940a60d26,GEO-BG-30009,2020-07-31,2021-07-31,Montreal Calibration,SYN-MC-20-001000,,230.00,Adjusted
4115c24f-effc-538a-8124-4663a400bd13,GEO-C22-450003,2020-08-10,2021-08-10,Montreal Calibration,SYN-MC-20-001001,,280.00,Pass
204af1e0-3d45-54e4-b0a8-6209ce7956c4,GEO-SE-30000,2020-08-10,2021-08-10,Montreal Calibration,SYN-MC-20-001002,,260.00,Pass
5d87ad66-82aa-5187-9799-e7bc432059ee,DL-BE-30048,2020-08-10,2021-08-10,Montreal Calibration,SYN-MC-20-001003,,380.00,Adjusted
bd05e748-5d01-5797-9d82-eb429821c920,AC-5001,2020-08-17,2021-08-17,Montreal Calibration,SYN-MC-20-001004,,235.00,Pass
243fd721-0d58-51b1-9eeb-e2aaf4e594fa,DL-BE-30033,2020-08-19,2021-08-19,Montreal Calibration,SYN-MC-20-001005,,455.00,Pass
13ef20bc-cd97-54fd-8c14-def36f1a4cac,DL-BE-30039,2020-08-25,2021-08-25,Montreal Calibration,SYN-MC-20-001006,,385.00,Pass
294db0e3-53fa-5f6d-a8fc-bcdf2a569a6a,VWR-70001,2020-08-26,2022-08-26,Montreal Calibration,SYN-MC-20-001007,,195.00,Pass
314c9e3b-0157-5f11-bf6f-da35b75cf919,DL-UM-40004,2020-08-26,2021-08-26,Montreal Calibration,SYN-MC-20-001008,,455.00,Adjusted
f2e544c9-c063-5bd5-bf5c-e385a53d3b30,GEO-UM-40006,2020-08-26,2021-08-26,Montreal Calibration,SYN-MC-20-001009,,225.00,Pass
fbce9c7f-87cf-5436-bda6-53e9ee2986a9,DL-UM-40019,2020-08-31,2021-08-31,Montreal Calibration,SYN-MC-20-001010,,420.00,Pass
30ac5440-bdd1-5b8c-a6a8-9571e4e4e47c,DL-UM-40006,2020-08-31,2021-08-31,Montreal Calibration,SYN-MC-20-001011,,470.00,Pass
b1403051-f2f7-5479-99d6-0d222cd275a4,GEO-V12-400000,2020-08-31,2021-08-31,Montreal Calibration,SYN-MC-20-001012,,245.00,Pass
7bd0a495-50aa-5bb4-90d5-ee48467310b9,GEO-BG-30031,2020-09-02,2021-09-02,Montreal Calibration,SYN-MC-20-001013,,255.00,Pass
c0a75c8e-f811-5563-a298-26dd09dc1e63,DL-UM-40007,2020-09-07,2021-09-07,Montreal Calibration,SYN-MC-20-001014,,410.00,Pass
a9e5b78b-464e-5384-ada9-c8d33257d987,SLM-S50-500013,2020-09-07,2020-08-08,Montreal Calibration,SYN-MC-20-001015,,365.00,Fail
b822aae6-bb09-5961-bf0c-79467e773317,SLM-S50-500007,2020-09-07,2021-09-07,Montreal Calibration,SYN-MC-20-001016,,350.00,Pass
e8a8910c-b099-58df-8d3c-16cb3b37d61c,SLM-S50-500015,2020-09-07,2021-09-07,Montreal Calibration,SYN-MC-20-001017,,370.00,Pass
2bed54a9-c0e3-5576-8488-6a753f4552a8,SLM-S50-500014,2020-09-10,2021-09-10,Montreal Calibration,SYN-MC-20-001018,,305.00,Pass
60164a4a-1b74-5435-9047-f9997c398d46,GEO-UM-40004,2020-09-10,2021-09-10,Montreal Calibration,SYN-MC-20-001019,,230.00,Pass
fc212d75-0aae-535e-b211-78b7f7d0352a,GEO-BG-30000,2020-09-11,2021-09-11,Montreal Calibration,SYN-MC-20-001020,,295.00,Pass
4c0f678d-48f2-5e6b-ba41-e819141967ff,GEO-UM-40016,2020-09-14,2021-09-14,Montreal Calibration,SYN-MC-20-001021,,230.00,Pass
51be7923-ac66-5cd0-ab95-920b22b025f5,DL-UM-40027,2020-09-18,2021-09-18,,SYN-FACTORY-001022,,,Pass
a715ac92-f6c7-5824-9c1b-652fd8178c0e,GEO-UM-40027,2020-09-18,2021-09-18,,SYN-FACTORY-001023,,,Pass
5c26d898-89b4-532f-9136-faac27f4608c,SLM-S50-500001,2020-09-21,2021-09-21,Montreal Calibration,SYN-MC-20-001024,,335.00,Pass
4476a527-857d-59d2-b871-8b3aa105740e,GEO-BG-30026,2020-09-21,2021-09-21,Montreal Calibration,SYN-MC-20-001025,,275.00,Adjusted
9f2655e1-5adf-5aec-9a13-ea31fbf0fee8,DL-BE-30002,2020-09-22,2021-09-22,Montreal Calibration,SYN-MC-20-001026,,460.00,Pass
03a5647d-de21-58c7-a4b0-63d5995a53e8,AQDS-900001,2020-09-29,2021-09-29,Montreal Calibration,SYN-MC-20-001027,,215.00,Pass
fbbe6c37-6b0e-5118-ad92-8f3c5c95deeb,GEO-BG-30010,2020-09-30,2021-09-30,Montreal Calibration,SYN-MC-20-001028,,225.00,Pass
601114eb-350d-5901-91d7-6d8741693afa,GEO-SE-30001,2020-10-05,2021-10-05,Montreal Calibration,SYN-MC-20-001029,,245.00,Pass
38c78f1c-0177-5965-8ab0-2bc0a70f5f55,SLM-S50-500000,2020-10-07,2021-10-07,Montreal Calibration,SYN-MC-20-001030,,295.00,Pass
e6efe77b-1ae6-59df-845f-c94bed75d90a,GEO-C22-450004,2020-10-08,2021-10-08,Montreal Calibration,SYN-MC-20-001031,,295.00,Pass
e1956f07-64f7-584f-9f29-28f9d8a64bf7,DL-BE-30035,2020-10-09,2021-10-09,Montreal Calibration,SYN-MC-20-001032,,455.00,Pass
15591a1d-b656-570e-8a33-5e663171c6cb,DL-UM-40014,2020-10-12,2021-10-12,Montreal Calibration,SYN-MC-20-001033,,405.00,Pass
716622f4-7d4c-5363-a450-d4b2a36503c6,VWR-E-2000000,2020-10-13,2022-10-13,Montreal Calibration,SYN-MC-20-001034,,225.00,Pass
efe1c049-b8b6-546c-a2cf-9b661a6abc67,DL-BE-30032,2020-10-17,2021-10-17,Montreal Calibration,SYN-MC-20-001035,,470.00,Pass
efa4a710-30cf-5f6c-a4af-a7a7cef136f6,GEO-V12-400003,2020-10-19,2021-10-19,Montreal Calibration,SYN-MC-20-001036,,290.00,Pass
79125158-b490-59c6-9c97-958955a4235e,DL-D10-300003,2020-10-20,2021-10-20,Montreal Calibration,SYN-MC-20-001037,,380.00,Adjusted
54d6caba-e82f-5d92-b06d-3fd1344bfdef,DL-UM-40028,2020-10-22,2021-10-22,,SYN-FACTORY-001038,,,Pass
33b852cd-fe79-5525-94a3-dcf0d82b5ccb,GEO-UM-40028,2020-10-22,2021-10-22,,SYN-FACTORY-001039,,,Pass
2ec1dd6e-4321-5103-b22f-722c4cf85afe,DL-BE-30015,2020-10-23,2021-10-23,Montreal Calibration,SYN-MC-20-001040,,480.00,Pass
4a1a028b-1d79-517c-9b39-b2d138d0e2bc,SLM-S50-500016,2020-10-26,2021-10-26,Montreal Calibration,SYN-MC-20-001041,,335.00,Pass
95950f15-a3fe-5bc0-8313-1b12b4153e48,SLM-UA-40001,2020-10-27,2021-10-27,,SYN-FACTORY-001042,,,Pass
61847574-36c7-579c-aa64-883dd2c277dd,GEO-UM-40002,2020-10-27,2021-10-27,Montreal Calibration,SYN-MC-20-001043,,265.00,Pass
e9f19e3b-bb75-5348-afeb-9ce5e155acab,DL-UM-40029,2020-11-03,2021-11-02,,SYN-FACTORY-001044,,,Pass
2eba7d8b-5b3b-5d2a-91f1-5dbab620bd30,GEO-UM-40029,2020-11-03,2021-11-02,,SYN-FACTORY-001045,,,Pass
6e05df35-bd3d-56dc-b9d5-8ea0fc5b943e,GEO-UM-40014,2020-11-05,2021-11-04,Montreal Calibration,SYN-MC-20-001046,,280.00,Pass
2740d9a7-7d6a-5516-ab17-70ce1a81002a,DL-BE-30020,2020-11-09,2021-11-09,Montreal Calibration,SYN-MC-20-001047,,475.00,Adjusted
426fbe89-3071-56eb-bc72-8b1bec1784d3,DL-BE-30010,2020-11-09,2021-11-09,Montreal Calibration,SYN-MC-20-001048,,420.00,Pass
8aa73ece-2390-59c8-bef4-fcd10e993c9d,SLM-S50-500013,2020-11-10,2021-11-10,Montreal Calibration,SYN-MC-20-001049,,330.00,Pass
42c940a2-be3a-511f-8229-85cf30935305,GEO-C22-450005,2020-11-13,2021-11-13,Montreal Calibration,SYN-MC-20-001050,,300.00,Adjusted
ea895540-66df-52e9-8f6c-84ffedef6452,GEO-BG-30016,2020-11-16,2021-11-16,Montreal Calibration,SYN-MC-20-001051,,265.00,Pass
9e1e6e9f-605b-5ae6-90b2-1df56bd35856,GEO-UM-40023,2020-11-18,2021-11-18,Montreal Calibration,SYN-MC-20-001052,,250.00,Pass
09e6e769-2ccf-5643-ac87-7c4ad8425509,DL-BE-30023,2020-11-19,2021-11-19,Montreal Calibration,SYN-MC-20-001053,,420.00,Pass
02862262-e231-5177-830e-886953fa8ed0,TLT-850000,2020-11-19,2022-11-19,,SYN-FIELD-001054,,,Pass
5831d82e-af03-53f1-acfb-72b514ca2df4,GEO-V12-400009,2020-11-19,2021-11-19,Montreal Calibration,SYN-MC-20-001055,,280.00,Pass
c66980c5-9b71-5711-82ed-d0ee00d24319,SLM-S50-500008,2020-11-25,2021-11-25,Montreal Calibration,SYN-MC-20-001056,,365.00,Pass
770b6517-8605-5087-879c-7cbf5493e1a4,DL-D10-300002,2020-11-30,2021-11-30,Montreal Calibration,SYN-MC-20-001057,,455.00,Pass
9f791ee7-be71-5d5b-8ba3-9be998ede0c7,DL-BE-30000,2020-11-30,2021-11-30,Montreal Calibration,SYN-MC-20-001058,,460.00,Pass
b80c24f2-beb0-57e7-824e-ea0207a965be,DL-D10-300004,2020-12-02,2021-12-02,Montreal Calibration,SYN-MC-20-001059,,425.00,Pass
33b84ea8-2732-51fe-8d35-fade2d8c82a3,SLM-S50-500006,2020-12-04,2021-12-04,Montreal Calibration,SYN-MC-20-001060,,320.00,Pass
d5344b12-9302-5d28-ba7a-11879705aa5f,DL-BE-30034,2020-12-07,2021-12-07,Montreal Calibration,SYN-MC-20-001061,,430.00,Pass
29416109-ec39-5fec-a5a2-1e706c7caac5,GEO-BG-30006,2020-12-09,2021-12-09,Montreal Calibration,SYN-MC-20-001062,,295.00,Pass
fc71c8cf-4e10-5227-a781-9537bfe7d7c8,GEO-BG-30024,2020-12-10,2021-12-10,Montreal Calibration,SYN-MC-20-001063,,285.00,Adjusted
1084356d-70cb-518c-b8cd-37fb13d6a176,DL-BE-30038,2020-12-11,2021-12-11,Montreal Calibration,SYN-MC-20-001064,,450.00,Pass
ec8099d1-6713-54a2-be9e-3c93ac8c12b4,DL-BE-30016,2020-12-13,2021-12-13,Montreal Calibration,SYN-MC-20-001065,,390.00,Pass
7ecf9315-2f4f-5bf4-86f8-6572cf7e9667,DL-D10-300005,2020-12-14,2021-12-14,,SYN-FACTORY-001066,,,Pass
1b38faf0-b6fe-59ac-b075-92de39899c1b,SLM-S50-500017,2020-12-14,2021-12-14,Montreal Calibration,SYN-MC-20-001067,,345.00,Adjusted
52433626-e689-5d26-9b27-93ac1ef94732,SLM-S50-500003,2020-12-18,2021-12-18,Montreal Calibration,SYN-MC-20-001068,,370.00,Pass
fc7edcd8-03ac-583d-8caf-3d2bfb93038c,GEO-V12-400007,2020-12-18,2021-12-18,Montreal Calibration,SYN-MC-20-001069,,270.00,Pass
5201a6b9-21ce-5f64-91c5-b6b14d003f31,GEO-V12-400001,2020-12-21,2021-12-21,Montreal Calibration,SYN-MC-20-001070,,275.00,Pass
c2a30adb-bd8d-538d-b4fb-f6243e400434,AQDS-900000,2020-12-23,2021-12-23,Montreal Calibration,SYN-MC-20-001071,,240.00,Pass
eee95383-eda7-5346-b269-c98bf63db5f1,SLM-S50-500014,2020-12-25,2021-12-25,Montreal Calibration,SYN-MC-20-001072,,330.00,Pass
33bc2f4b-4811-5fbe-a65d-7d9d4bea7669,SLM-S50-500011,2020-12-31,2021-12-31,Montreal Calibration,SYN-MC-20-001073,,335.00,Pass
62095151-7ac7-510b-90d6-c5a34c7509aa,GEO-UM-40019,2021-01-01,2022-01-01,Montreal Calibration,SYN-MC-21-001074,,270.00,Pass
0463b2d6-aa06-5c40-8a5e-d110126e0ebe,DL-BE-30043,2021-01-05,2022-01-05,Montreal Calibration,SYN-MC-21-001075,,480.00,Pass
2bb767ee-fe5b-5375-9a1a-a1c62f4d54db,SLM-LD-5000000,2021-01-08,2022-01-08,Montreal Calibration,SYN-MC-21-001076,,370.00,Pass
41381336-10ff-5d9c-ae71-5c313c73c18e,SLM-LD-PA-5000,2021-01-08,2022-01-08,Montreal Calibration,SYN-MC-21-001077,,350.00,Pass
2166eca2-8aa3-5bcf-9592-8c52e783e8f9,SLM-LD-EL-700000,2021-01-08,2022-01-08,Montreal Calibration,SYN-MC-21-001078,,345.00,Pass
204c9f16-8193-5640-b827-2e0f824d1f80,GEO-UM-40013,2021-01-13,2022-01-13,Montreal Calibration,SYN-MC-21-001079,,295.00,Adjusted
0af7ec85-c8b2-5971-9a77-aae098e13215,DL-UM-40013,2021-01-13,2022-01-13,Montreal Calibration,SYN-MC-21-001080,,450.00,Pass
c3ececb3-a875-5746-808d-069ba20f020e,DL-BE-30061,2021-01-13,2022-01-13,Montreal Calibration,SYN-MC-21-001081,,440.00,Pass
9a32581b-3597-5d89-bda1-8f9f994db964,DL-BE-30055,2021-01-14,2022-01-14,Montreal Calibration,SYN-MC-21-001082,,465.00,Pass
10862a96-59b4-596c-9f3c-d77217e589a3,GEO-V12-400006,2021-01-14,2022-01-14,Montreal Calibration,SYN-MC-21-001083,,285.00,Pass
f5c0a611-2694-5b11-b01b-51fd5f4ff2dc,GEO-BG-30020,2021-01-15,2022-01-15,Montreal Calibration,SYN-MC-21-001084,,245.00,Pass
37294af4-c7c8-5939-adf7-b070c5eb3be3,DL-UM-40030,2021-01-18,2022-01-18,,SYN-FACTORY-001085,,,Pass
42dad1d0-a01b-5559-83c3-732b5ab23f97,GEO-UM-40030,2021-01-18,2022-01-18,,SYN-FACTORY-001086,,,Pass
cdeb1de6-e28f-5360-9956-2177bb20cbb4,GEO-C22-450000,2021-01-22,2022-01-22,Montreal Calibration,SYN-MC-21-001087,,235.00,Pass
d60db756-06ca-5546-a50e-1f2f5d245b10,GEO-V12-400008,2021-01-25,2022-01-25,Montreal Calibration,SYN-MC-21-001088,,260.00,Pass
645634d0-c5ff-5a3f-b3a4-fa42cc7aa4a4,DL-UM-40008,2021-01-28,2022-01-28,Montreal Calibration,SYN-MC-21-001089,,470.00,Pass
fc1b4aff-a700-508e-a885-2dc5ce6db93c,GEO-UM-40008,2021-01-29,2022-01-29,Montreal Calibration,SYN-MC-21-001090,,240.00,Pass
bf42f6e8-2d67-567f-9d7a-f86e7b744927,SLM-S50-500018,2021-02-02,2022-02-02,Montreal Calibration,SYN-MC-21-001091,,305.00,Pass
a089855a-9234-54f3-9a9a-4ac75d5f1cb4,GEO-C22-450001,2021-02-04,2022-02-04,Montreal Calibration,SYN-MC-21-001092,,280.00,Pass
94ac7282-d54a-5990-9489-d2d80cccd53a,SLM-S50-500012,2021-02-08,2022-02-08,Montreal Calibration,SYN-MC-21-001093,,370.00,Adjusted
925bb029-82c6-57a7-a696-94d77c2c70bc,GEO-V12-400011,2021-02-09,2022-02-09,,SYN-FACTORY-001094,,,Pass
e65032e2-5e0b-5c23-b066-e85cadde65ab,DL-UM-40031,2021-02-15,2022-02-15,,SYN-FACTORY-001095,,,Pass
86a56b93-5f1b-5537-94a5-e80a63d16191,GEO-UM-40031,2021-02-15,2022-02-15,,SYN-FACTORY-001096,,,Pass
6812c8fa-9804-5d2a-ac12-a89d77065879,DL-BE-30024,2021-02-19,2022-02-19,Montreal Calibration,SYN-MC-21-001097,,365.00,Pass
adeab289-bb6f-5f92-bcd3-8f5ad46e4c59,GEO-C22-450002,2021-02-23,2022-02-23,Montreal Calibration,SYN-MC-21-001098,,220.00,Pass
86510bc5-2ae2-5a9d-bb36-909754e175b0,GEO-BG-30032,2021-02-26,2022-02-26,Montreal Calibration,SYN-MC-21-001099,,265.00,Pass
637c7489-c301-519f-90aa-8e630fea7c08,DL-BE-30006,2021-03-04,2022-03-04,Montreal Calibration,SYN-MC-21-001100,,365.00,Adjusted
b17e9cac-9af7-57d0-bbc9-2e44dea928d9,DL-BE-30051,2021-03-05,2022-03-05,Montreal Calibration,SYN-MC-21-001101,,480.00,Pass
b21a3727-5dd2-5f5b-ab9f-7b5d70ae3411,DL-BE-30059,2021-03-08,2022-03-08,Montreal Calibration,SYN-MC-21-001102,,430.00,Pass
8509622a-9147-5caa-bf8a-66c609b9a22a,GEO-BG-30028,2021-03-11,2022-03-11,Montreal Calibration,SYN-MC-21-001103,,250.00,Pass
de9cc75f-efee-5387-9bfe-759aef1ff73b,DL-D10-300000,2021-03-15,2022-03-15,Montreal Calibration,SYN-MC-21-001104,,455.00,Pass
ad84555e-f682-5591-ad9f-41d1bb575c43,GEO-UM-40017,2021-03-16,2022-03-16,Montreal Calibration,SYN-MC-21-001105,,220.00,Pass
9f41b4ce-46e2-50d6-9237-fc0d6e892336,DL-BE-30049,2021-03-18,2022-03-18,Montreal Calibration,SYN-MC-21-001106,,390.00,Adjusted
218726a6-3bf6-5458-b3ca-49ab1e969117,SLM-S50-500005,2021-03-19,2022-03-19,Montreal Calibration,SYN-MC-21-001107,,300.00,Pass
3adfc87b-e7b5-52ba-adcf-a64bc3668d5e,DL-BE-30045,2021-03-22,2022-03-22,Montreal Calibration,SYN-MC-21-001108,,405.00,Pass
592c157c-fdce-5fe5-81b4-dd4779bd07d2,GEO-UM-40020,2021-03-22,2022-03-22,Montreal Calibration,SYN-MC-21-001109,,240.00,Pass
e8eca78f-d991-520e-baf8-ba9fa54486f8,DL-UM-40032,2021-03-24,2022-03-24,,SYN-FACTORY-001110,,,Pass
7b8f22ea-0a43-52c2-9d5e-77e7ca305418,GEO-UM-40032,2021-03-24,2022-03-24,,SYN-FACTORY-001111,,,Pass
655296e3-ae3a-5b7c-8674-504e31fc0669,GEO-BG-30023,2021-03-29,2022-03-29,Montreal Calibration,SYN-MC-21-001112,,285.00,Adjusted
e12cae39-bb93-53e0-ac15-4055870c7def,GEO-UM-40015,2021-04-05,2022-04-05,Montreal Calibration,SYN-MC-21-001113,,295.00,Adjusted
5678d9a1-0ace-5017-8809-a37bd00272c3,DL-UM-40011,2021-04-05,2022-04-05,Montreal Calibration,SYN-MC-21-001114,,405.00,Pass
3196944f-25e4-5ccc-acdd-ebc1b1e5bf87,DL-UM-40020,2021-04-12,2022-04-12,Montreal Calibration,SYN-MC-21-001115,,405.00,Pass
e6eb1e12-6333-5447-b0f9-055b9cc0e3bf,DL-UM-40023,2021-04-12,2022-04-12,Montreal Calibration,SYN-MC-21-001116,,475.00,Pass
39453482-250d-5bc1-8767-aa0bdef8d7d5,DL-BE-30022,2021-04-14,2022-04-14,Montreal Calibration,SYN-MC-21-001117,,370.00,Pass
0bdc19ff-3f5c-5d02-a658-3c355e4f5a30,DL-BE-30050,2021-04-16,2022-04-16,Montreal Calibration,SYN-MC-21-001118,,425.00,Pass
1ab3664a-5bbb-507d-83ef-7ff676be775c,DL-BE-30044,2021-04-19,2022-04-19,Montreal Calibration,SYN-MC-21-001119,,430.00,Pass
1967af65-7a4f-5678-9588-d0a6eb941869,SB-600000,2021-04-19,2022-04-19,Montreal Calibration,SYN-MC-21-001120,,305.00,Pass
d390785a-e0c0-5b9d-9b42-1364e6fdb1c2,DL-BE-30009,2021-05-03,2022-05-03,Montreal Calibration,SYN-MC-21-001121,,370.00,Pass
ba7a7edd-469e-56ec-b328-2875933f03f4,GEO-UM-40012,2021-05-06,2022-05-06,Montreal Calibration,SYN-MC-21-001122,,270.00,Pass
ffa5793d-ed75-5dba-a73d-453b4ca5df5e,DL-D10-300006,2021-05-06,2022-05-06,,SYN-FACTORY-001123,,,Pass
eedcab32-7b09-5bc2-ac50-6e959062a4ca,DL-BE-30058,2021-05-07,2022-05-07,Montreal Calibration,SYN-MC-21-001124,,480.00,Adjusted
1ac388d6-b54c-5cb9-b63f-72007e2ea5ea,GEO-BG-30030,2021-05-10,2022-05-10,Montreal Calibration,SYN-MC-21-001125,,260.00,Pass
c09faa76-b359-5db9-9fdf-5964e59a3a77,GEO-V12-400004,2021-05-24,2022-05-24,Montreal Calibration,SYN-MC-21-001126,,260.00,Pass
7a364ac3-28ab-5b44-8a0d-eb83e99be773,DL-BE-30053,2021-05-25,2022-05-25,Montreal Calibration,SYN-MC-21-001127,,485.00,Pass
b9ab0db4-8f00-5969-b09f-b01d683c16d9,VWR-70000,2021-05-26,2023-05-26,Montreal Calibration,SYN-MC-21-001128,,205.00,Adjusted
3f2c7d6f-ada3-5b63-a984-8e4d2debe4b3,DL-BE-30033,2021-05-30,2022-05-30,Montreal Calibration,SYN-MC-21-001129,,470.00,Pass
1f23f0bd-7bb5-5c4a-b76a-b270905ba407,DL-BE-30030,2021-06-03,2022-06-03,Montreal Calibration,SYN-MC-21-001130,,360.00,Pass
117e5f2f-802e-50f5-ac98-1217e1d571ee,DL-UM-40015,2021-06-03,2022-06-03,Montreal Calibration,SYN-MC-21-001131,,440.00,Pass
47127d9a-8985-50e9-bf2a-9f2219ebada4,GEO-C22-450006,2021-06-07,2022-06-07,,SYN-FACTORY-001132,,,Pass
21bd5d27-27ad-5469-8d43-169ebdbb3b1f,DL-UM-40012,2021-06-07,2022-06-07,Montreal Calibration,SYN-MC-21-001133,,415.00,Pass
1398c826-73ff-5ecd-98df-2621ae008877,GEO-V12-400010,2021-06-10,2022-06-10,Montreal Calibration,SYN-MC-21-001134,,235.00,Pass
a63c882c-e32d-5ff7-a470-690c9226e8ca,DL-BE-30019,2021-06-14,2022-06-14,Montreal Calibration,SYN-MC-21-001135,,390.00,Adjusted
1a2f9ad1-8f06-5d8e-85cc-4b26c2296541,GEO-V12-400005,2021-06-21,2022-06-21,Montreal Calibration,SYN-MC-21-001136,,280.00,Pass
3190d6c8-648d-58e2-8393-26533b0aeb84,SLM-S50-500009,2021-06-23,2022-06-23,Montreal Calibration,SYN-MC-21-001137,,300.00,Pass
585600e2-0c8f-514a-8b29-b8f1f2eb0807,SLM-S50-500007,2021-07-01,2022-07-01,Montreal Calibration,SYN-MC-21-001138,,365.00,Pass
b524f35c-97f3-596b-9658-9d08b22ccaee,TS-62000001,2021-07-07,2022-07-07,Montreal Calibration,SYN-MC-21-001139,,595.00,Pass
8cc57193-3cbc-59d9-b79a-bef95398bcb4,DL-UM-40019,2021-07-08,2022-07-08,Montreal Calibration,SYN-MC-21-001140,,465.00,Pass
826fa52f-3588-5651-8365-91736677ff41,GEO-C22-450003,2021-07-08,2022-07-08,Montreal Calibration,SYN-MC-21-001141,,260.00,Pass
38212bc1-cdb5-5309-8787-e9ce9c9aceeb,DL-D10-350000,2021-07-13,2022-07-13,,SYN-FACTORY-001142,,,Pass
48fe6152-67de-5988-8be7-852f6fb56e33,DL-BE-30035,2021-07-18,2022-07-18,Montreal Calibration,SYN-MC-21-001143,,360.00,Adjusted
15b5e203-118c-5423-9b11-9694a0cbb423,DL-UM-40022,2021-07-20,2022-07-20,Montreal Calibration,SYN-MC-21-001144,,400.00,Pass
03252383-f41e-5086-bcaf-f2a3096655bb,GEO-SE-30000,2021-07-20,2022-07-20,Montreal Calibration,SYN-MC-21-001145,,260.00,Pass
a77b33e7-e9bd-5d6d-891c-b93975ec2e2b,AC-5001,2021-07-20,2022-07-20,Montreal Calibration,SYN-MC-21-001146,,225.00,Adjusted
f11de0ca-181e-55b9-9600-64181b25c417,SLM-S50-500019,2021-07-26,2022-07-26,,SYN-FACTORY-001147,,,Pass
d5bbe880-cc42-5c60-8bd1-af2dfa536947,DL-UM-40004,2021-07-30,2022-07-30,Montreal Calibration,SYN-MC-21-001148,,360.00,Adjusted
0360f0fa-6104-579e-926a-8ed9c77b3237,DL-BE-30015,2021-07-30,2022-07-30,Montreal Calibration,SYN-MC-21-001149,,390.00,Pass
32f1a213-02e5-5efb-8392-98ddd027dcd3,SLM-S50-500015,2021-08-02,2022-08-02,Montreal Calibration,SYN-MC-21-001150,,315.00,Pass
5e2ea64f-277d-5b01-a9b2-69d84a9e7db9,DL-UM-40027,2021-08-03,2022-08-03,Montreal Calibration,SYN-MC-21-001151,,430.00,Pass
af7a2bbc-195f-5fbe-9c8f-8f1a3af46995,GEO-UM-40004,2021-08-04,2022-08-04,Montreal Calibration,SYN-MC-21-001152,,255.00,Pass
5c2e4aee-b1b4-5c34-a43e-bbe1ce3819c8,GEO-BG-30013,2021-08-04,2022-08-04,Montreal Calibration,SYN-MC-21-001153,,285.00,Pass
5965db46-d775-5eb2-ab6f-0155c0011af8,DL-UM-40014,2021-08-05,2022-08-05,Montreal Calibration,SYN-MC-21-001154,,370.00,Adjusted
6211b78e-1477-5f43-8a4e-88eaf077eaa5,DL-BE-30042,2021-08-06,2022-08-06,Montreal Calibration,SYN-MC-21-001155,,440.00,Pass
3d058924-56f0-5018-843e-eb29d5a35404,AQDS-900001,2021-08-06,2022-08-06,,SYN-FIELD-001156,,,Pass
188fe68f-3135-5970-a28b-b415a5f5f040,GEO-UM-40022,2021-08-09,2022-08-09,Montreal Calibration,SYN-MC-21-001157,,280.00,Pass
c6d87bf8-ce7c-5d91-bd39-50613b2f0482,SLM-S50-500001,2021-08-15,2022-08-15,Montreal Calibration,SYN-MC-21-001158,,385.00,Pass
2124ec1b-a898-5151-807f-75f63e7e350a,GEO-BG-30000,2021-08-16,2022-08-16,Montreal Calibration,SYN-MC-21-001159,,250.00,Pass
b6be1858-87a7-5f47-8b30-6298a0de1e98,SLM-S50-500002,2021-08-17,2022-08-17,Montreal Calibration,SYN-MC-21-001160,,295.00,Pass
cca1afe8-37ae-5c10-8863-daa3683593e8,DL-D10-350001,2021-08-18,2022-08-18,,SYN-FACTORY-001161,,,Pass
c0cd79aa-0a47-5e7c-96d9-4d94c2219754,DL-BE-30027,2021-08-22,2022-08-22,Montreal Calibration,SYN-MC-21-001162,,415.00,Pass
07639735-4b49-5b3d-85a6-347d2395e3e7,SLM-S50-500016,2021-08-23,2022-08-23,Montreal Calibration,SYN-MC-21-001163,,310.00,Pass
dde2e27d-2462-551a-b3ae-4a0f701da748,DL-UM-40033,2021-08-23,2022-08-23,,SYN-FACTORY-001164,,,Pass
71a971fe-6635-58cb-bfa5-8e8230da649a,GEO-UM-40033,2021-08-23,2022-08-23,,SYN-FACTORY-001165,,,Pass
efda43f9-3d5e-5214-b13c-12f7acb937a1,GEO-V12-400012,2021-08-23,2022-08-23,,SYN-FACTORY-001166,,,Pass
32f7acfd-22b4-599b-bd8b-cc081d8d32f1,GEO-SE-30001,2021-08-30,2022-08-30,Montreal Calibration,SYN-MC-21-001167,,235.00,Pass
868af36b-c82d-5543-85dc-0d44a06a0bc1,GEO-V12-400002,2021-08-30,2022-08-30,Montreal Calibration,SYN-MC-21-001168,,235.00,Pass
