LineId,TransactionName,AssetId,StatusBefore,StatusAfter,KitRole,Orientation,PowerSource,Condition,Processed,Notes
622c6328-ed4c-5e3d-a41a-e1cc5755a58a,TXN-008394,SLM-S50-500001,NeedsRepair,Available,,,,,TRUE,
8c2dd885-1332-559b-8dfe-937534f310ec,TXN-008395,SLM-S50-500018,InCalibration,Available,,,,,TRUE,
67b314ef-e651-58f6-8d86-2f8013199a01,TXN-008396,DL-BE-30051,Available,InCalibration,,,,,TRUE,
d8bfbb4d-da5f-5a11-bd24-423c5f75099b,TXN-008396,GEO-BG-30032,Available,InCalibration,,,,,TRUE,
1885aa36-45ea-5670-8d5b-58d30e472d19,TXN-008397,GEO-C22-450002,Available,InCalibration,,,,,TRUE,
586561b2-7783-5202-b96f-43b5cd233c1a,TXN-008398,SLM-S50-500005,Available,InCalibration,,,,,TRUE,
f655c6c7-fd36-55f7-94ff-84a9d0d9e00e,TXN-008399,GEO-C22-450001,InCalibration,Available,,,,,TRUE,
ab826ea1-1f5b-5952-a078-f23a00c4e296,TXN-008400,DL-BE-30033,Deployed,Deployed,,,,,TRUE,
2644b9f4-12a1-54e1-a309-030697210f58,TXN-008401,ACC-DP7000,Available,CheckedOut,,,,,TRUE,
b11ea964-93a2-5bb2-8609-63babc14dfe5,TXN-008402,AC-5001,Available,CheckedOut,,,,,TRUE,
6e391a20-7237-5dff-9227-e9e9e84b55a2,TXN-008403,GEO-UM-40017,Deployed,CheckedOut,,,,Good,TRUE,
1a7e7cb0-e8e5-515a-aa9f-e8ce6b9639ad,TXN-008404,DL-UM-40011,Deployed,Deployed,,,,,TRUE,
5c0bc5ce-24c3-56f6-8010-dca939f05f40,TXN-008404,MDM-3000000009,Deployed,Deployed,,,,,TRUE,
135886de-4215-52f1-861c-cec05fefb9ac,TXN-008405,DL-UM-40007,Deployed,Deployed,,,,,TRUE,
0752a710-c4ad-5600-9b44-a412f41efea7,TXN-008406,DL-BE-30041,Deployed,Deployed,,,,,TRUE,
106b596c-e444-543d-b038-1522b421d074,TXN-008406,GEO-BG-30029,Deployed,Deployed,,,,,TRUE,
830de033-38c9-5ef9-87b0-70f817878a04,TXN-008407,SLM-S50-500012,InCalibration,Available,,,,,TRUE,
6ed2f55f-7073-5ef5-ac53-e6a124c58142,TXN-008408,SLM-LD-5000000,CheckedOut,Available,,,,Good,TRUE,
dd5251b1-5150-563f-9ddd-96ebfa35a4a0,TXN-008409,GEO-V12-400011,Available,Available,,,,,TRUE,
1c00e55e-7309-5889-9f08-bdf43cb5f3cd,TXN-008410,GEO-UM-40022,NeedsRepair,Available,,,,,TRUE,
698d287d-78c1-5aff-9014-7f38e7d02143,TXN-008411,GEO-UM-40022,Available,Available,,,,,TRUE,
3a43cebb-f764-522d-a706-bc5b9d313973,TXN-008412,GEO-UM-40017,CheckedOut,Available,,,,Good,TRUE,
82cf2138-b89a-5d5f-ac2a-a32d8f6cad63,TXN-008413,DL-UM-40021,Deployed,Deployed,,,,,TRUE,
6893861d-f7b4-5c53-914d-700402902dbb,TXN-008413,GEO-UM-40021,Deployed,Deployed,,,,,TRUE,
cd9319cb-5294-538c-bf28-e421f58d6128,TXN-008414,TLT-850000,CheckedOut,Available,,,,Good,TRUE,
ba10eb09-ec5f-5d98-b5e2-284e50d7e929,TXN-008415,GEO-UM-40007,Retired,Retired,,,,,TRUE,
265c720b-1dd7-5f8a-b6c8-e5466889768d,TXN-008416,DL-BE-30054,Deployed,Deployed,,,,,TRUE,
df78e319-f537-5c54-9f8a-c757ca9785c9,TXN-008417,DL-BE-30049,Deployed,CheckedOut,,,,Good,TRUE,
d4d92278-aa19-5fcb-832a-f2bdd51fb546,TXN-008418,DL-BE-30007,Deployed,Available,,,,,TRUE,
3e77b401-18a1-5ee1-9b78-373b38f5b980,TXN-008418,GEO-BG-30028,Deployed,Available,,,,,TRUE,
e7c90ff5-9c79-59a8-ad17-57670733c82f,TXN-008419,DL-D10-300002,Deployed,CheckedOut,,,,Good,TRUE,
076f27e8-8d07-5ad5-b550-1a112df50666,TXN-008419,SLM-S50-500006,Deployed,CheckedOut,,,,Good,TRUE,
b4809958-6fe2-52a4-9678-8c64eb6bd4c7,TXN-008420,DST-5017,Available,Available,,,,,TRUE,
fd3581ba-12a3-5ce9-82f8-2ec8c07c08c6,TXN-008420,DST-5035,Available,Available,,,,,TRUE,
46b3a80e-9759-5433-bcd3-c7ce6f895dc6,TXN-008420,GEO-C22-450002,InCalibration,InCalibration,,,,,TRUE,
8362253a-5e6c-5b5d-b892-ae6a6aa1949c,TXN-008420,DL-UM-40022,Available,Available,,,,,TRUE,
3a451e72-529b-5845-bba6-4acacf315d1f,TXN-008420,GEO-UM-40022,Available,Available,,,,,TRUE,
fbf58835-ac22-5593-8e88-5d151e60ba0c,TXN-008420,GEO-UM-40023,Deployed,Deployed,,,,,TRUE,
4909297b-ce75-535d-9f33-1c264e214c38,TXN-008421,SLM-S50-500008,CheckedOut,Available,,,,Good,TRUE,
471eb523-5a54-52cd-8d34-f0d8b380c714,TXN-008422,DL-UM-40006,Deployed,Deployed,,,,,TRUE,
0a0961f9-b05e-5b7f-9075-740b96845ea5,TXN-008422,GEO-UM-40006,Deployed,Deployed,,,,,TRUE,
3bf1c7f4-3ced-566a-ba10-291085d670c3,TXN-008423,DL-BE-30006,Available,InCalibration,,,,,TRUE,
c0664348-a799-53eb-8b79-34781fbd8f94,TXN-008423,DL-BE-30045,Available,InCalibration,,,,,TRUE,
6bea2364-ca1d-59d4-8b62-2a1a3476e624,TXN-008424,DL-D10-300002,CheckedOut,Available,,,,Good,TRUE,
e69182a7-44a4-5810-b56f-8873b7a811ba,TXN-008424,SLM-S50-500006,CheckedOut,Available,,,,Good,TRUE,
813d738e-77a3-5532-a1f3-1815c87b0347,TXN-008425,CAM-7000000,Available,CheckedOut,,,,,TRUE,
2982a4b7-b27d-5a11-8b98-0e0fd0faab10,TXN-008426,DL-UM-40008,Available,CheckedOut,,,,,TRUE,
3552b765-b834-54e3-94ad-dfc164290478,TXN-008426,GEO-UM-40008,Available,CheckedOut,,,,,TRUE,
7b951a95-1993-57de-a566-886d2df48ad9,TXN-008427,DL-D10-300000,Available,InCalibration,,,,,TRUE,
ff057efb-16b7-5e18-b39c-b970cc8e1238,TXN-008428,AT-5001,Available,Available,,,,,TRUE,
5943125f-4520-5f48-a030-d7f47f4aa88a,TXN-008429,DL-UM-40031,Available,Available,,,,,TRUE,
c2309819-2d88-5e4d-9ee8-113afd584f45,TXN-008430,GEO-UM-40031,Available,Available,,,,,TRUE,
46520603-245d-5c15-85b8-3cbb80b8a352,TXN-008431,GEO-UM-40017,Available,InCalibration,,,,,TRUE,
a9026105-f729-5f6d-9a6b-cf64e3f282ea,TXN-008432,DL-BE-30061,Deployed,CheckedOut,,,,Good,TRUE,
11177413-615c-5def-92d0-523ea6edadce,TXN-008433,DL-BE-30049,CheckedOut,Available,,,,Good,TRUE,
24f084e7-a634-532b-a7b6-1b1cc1572636,TXN-008434,DL-BE-30017,Deployed,Deployed,,,,,TRUE,
d3497d62-d93a-5f64-b7b5-ccb814f13377,TXN-008434,GEO-BG-30018,Deployed,Deployed,,,,,TRUE,
723bfc1a-e6c2-56e7-98e1-2d698dd8e272,TXN-008435,SLM-S50-500013,CheckedOut,Available,,,,Good,TRUE,
75ab767c-5dd4-5468-b3ec-c8ac51113b3a,TXN-008436,SLM-S50-500003,CheckedOut,Available,,,,Good,TRUE,
e0aa3819-94fa-5989-adbc-a96f170ccaaf,TXN-008437,TLT-850000,Available,CheckedOut,,,,,TRUE,
ba9b3c38-3f68-5d68-bd5b-a3be4fd6fadc,TXN-008438,DL-UM-40008,CheckedOut,Deployed,Primary,,AC,,TRUE,
0c08e90a-349a-5caf-a3f2-fb7c721a85d4,TXN-008438,GEO-UM-40008,CheckedOut,Deployed,Sensor1,W,AC,,TRUE,
791499cb-f055-5e5d-ae3c-107194d01715,TXN-008439,DL-BE-30061,CheckedOut,Available,,,,Good,TRUE,
ca397b55-6586-59e7-a888-8de63cc0fd33,TXN-008440,CAM-7000000,CheckedOut,Available,,,,Good,TRUE,
35e0361b-71ea-564c-87be-ccd74aa6ee54,TXN-008441,DL-UM-40022,Available,CheckedOut,,,,,TRUE,
c46a7b62-55ee-5776-8561-6b8930538412,TXN-008441,GEO-UM-40022,Available,CheckedOut,,,,,TRUE,
5b8a8bfe-9103-5c62-a08f-8f8f0bcd3f5a,TXN-008442,GEO-BG-30000,Available,Available,,,,,TRUE,
9bc23ffa-2b4d-59b7-a4d9-39d3fb599cb3,TXN-008442,DL-BE-30002,Available,Available,,,,,TRUE,
8c7224ee-0233-570b-9157-4e03c70d1d3a,TXN-008442,DL-BE-30006,InCalibration,InCalibration,,,,,TRUE,
f7c5d40c-f8bd-5e02-80f3-dee5436e4427,TXN-008442,DL-BE-30007,Available,Available,,,,,TRUE,
576d7d0a-fb2d-5a65-897b-5f20a7986cf5,TXN-008442,DST-5001,Available,Available,,,,,TRUE,
b05f1ad5-cfc9-5251-9d73-88589b553909,TXN-008442,DL-BE-30009,NeedsRepair,NeedsRepair,,,,,TRUE,
5df36001-cd7c-5848-8766-1c5cba227c7a,TXN-008442,TLT-850000,CheckedOut,CheckedOut,,,,,TRUE,
024fdc56-7b4f-5e07-ba21-2b34ebf29550,TXN-008442,DST-5003,Available,Available,,,,,TRUE,
333573bd-ee7a-5e38-81a6-02f1631fbd27,TXN-008442,DL-BE-30022,Available,Available,,,,,TRUE,
d55e26de-1cd2-568b-a93a-7f022e64724c,TXN-008442,DST-5005,Available,Available,,,,,TRUE,
49b7c186-b428-50ec-9642-69d64a6db2a2,TXN-008442,GEO-SE-30000,Available,Available,,,,,TRUE,
22d66f74-8e22-5d10-8bbe-3703e2962cb3,TXN-008442,GEO-BG-30017,Available,Available,,,,,TRUE,
019d7184-2f59-5d4f-adfd-0a2bf6b2e212,TXN-008442,DL-BE-30032,Deployed,Deployed,,,,,TRUE,
d29b4d16-9767-5f23-9580-0877c437be9b,TXN-008442,GEO-BG-30020,Available,Available,,,,,TRUE,
69a22e6d-39b9-56a3-950b-fba4e601ddd2,TXN-008442,DL-BE-30035,Deployed,Deployed,,,,,TRUE,
213ab6fe-3b19-5e39-875a-5bb818c3f838,TXN-008442,DL-BE-30045,InCalibration,InCalibration,,,,,TRUE,
c14006eb-1efe-5863-8c64-bc9edf158ab6,TXN-008442,GEO-BG-30028,Available,Available,,,,,TRUE,
0d0fe341-4feb-5c2e-b8e6-cbfa3711adaa,TXN-008442,DL-BE-30059,Deployed,Deployed,,,,,TRUE,
4e80a9e5-06b7-559e-9451-c44ba62e422f,TXN-008442,GEO-UM-40002,Deployed,Deployed,,,,,TRUE,
0febc58e-f88f-5ce9-8bba-5810521363d1,TXN-008442,DST-5014,Available,Available,,,,,TRUE,
16b5b46c-ff6b-55e5-923b-7416d7990c62,TXN-008442,DST-5015,Available,Available,,,,,TRUE,
cf7f43da-5914-5e12-a8ee-6f1a967ed657,TXN-008442,DST-5018,Available,Available,,,,,TRUE,
9a63f19a-78bd-589a-b8cd-e79dbefd58cc,TXN-008442,DST-5021,Available,Available,,,,,TRUE,
2012ec18-d226-5d13-87a8-1b47ac970275,TXN-008442,GEO-C22-450000,Available,Available,,,,,TRUE,
a84dc617-fe6b-5232-adcb-bc5fd13cc25a,TXN-008442,DL-D10-300002,Available,Available,,,,,TRUE,
b17f5534-e3a6-534b-9e20-4ad40031d97c,TXN-008442,SLM-S50-500006,Available,Available,,,,,TRUE,
c2dd3691-89b9-5830-8a66-67cc7fc6497c,TXN-008442,GEO-C22-450001,Available,Available,,,,,TRUE,
1f5b1619-965a-50a0-af03-11e3a1b1ed94,TXN-008442,SLM-S50-500008,Available,Available,,,,,TRUE,
643879ed-38e8-5d84-a221-d70167e58709,TXN-008442,GEO-UM-40014,Available,Available,,,,,TRUE,
1e886f97-2785-5ed3-b1c9-a861ac334866,TXN-008442,DL-UM-40015,Deployed,Deployed,,,,,TRUE,
4b375809-b384-59ea-8098-36dffb5d1c05,TXN-008442,GEO-UM-40015,Available,Available,,,,,TRUE,
f22b3649-6f21-5992-8c02-5bb4d6df5844,TXN-008442,DST-5037,Available,Available,,,,,TRUE,
0fe593a3-c042-5ce6-a8c1-e7be189b544d,TXN-008442,DL-UM-40017,Deployed,Deployed,,,,,TRUE,
0d87c73a-1537-526f-9a1b-ccba6487455b,TXN-008442,GEO-UM-40017,InCalibration,InCalibration,,,,,TRUE,
89da9d3e-1ef6-5513-82bc-67ad081f195d,TXN-008442,DL-UM-40018,Deployed,Deployed,,,,,TRUE,
f05f9a14-0783-5c15-a4ee-124411267767,TXN-008442,SLM-S50-500011,Available,Available,,,,,TRUE,
323d8ec9-cd15-5ead-8a24-ccb65d320db4,TXN-008442,SLM-S50-500012,Available,Available,,,,,TRUE,
fa5da5ef-09c8-524a-9884-618953d6557e,TXN-008442,DL-UM-40021,Deployed,Deployed,,,,,TRUE,
00de0ba5-e073-5d39-afff-e3665cd516e4,TXN-008442,GEO-UM-40021,Deployed,Deployed,,,,,TRUE,
142db5b7-1f39-5bc8-8f10-d599c84d4578,TXN-008442,GEO-V12-400008,Available,Available,,,,,TRUE,
1647978b-c574-55b5-802d-17e1d30f9699,TXN-008442,CAM-7100000,NeedsRepair,NeedsRepair,,,,,TRUE,
786f9007-ef46-53c1-887a-526d5e2624a1,TXN-008442,AQDS-900001,CheckedOut,CheckedOut,,,,,TRUE,
6e8d8c2b-05a6-5641-8497-edaeaa40e3b2,TXN-008442,SLM-S50-500018,Available,Available,,,,,TRUE,
43c5e3c9-cd74-50a6-b52c-8623e6a18af6,TXN-008442,GEO-UM-40028,Deployed,Deployed,,,,,TRUE,
68d4bfbf-31da-5296-9fa5-92f89a197353,TXN-008442,SLM-UA-40001,Available,Available,,,,,TRUE,
7b96f259-d020-5a73-a25c-d0e6d76fd9ae,TXN-008442,GEO-UM-40029,Deployed,Deployed,,,,,TRUE,
ed759c76-7a5e-5e14-9d94-d9298baec046,TXN-008442,DL-UM-40030,Available,Available,,,,,TRUE,
56cf11b2-db3f-50a5-9760-8bb3742ce26a,TXN-008442,GEO-UM-40030,Available,Available,,,,,TRUE,
be39258c-b730-5096-a426-41726efa401f,TXN-008443,AC-5001,CheckedOut,Available,,,,Good,TRUE,
aacfef4b-e49e-5de7-ac4e-c4cb29575a23,TXN-008444,DL-UM-40028,Deployed,CheckedOut,,,,Good,TRUE,
0fd6d88c-6b38-5887-af61-156318dc906d,TXN-008444,GEO-UM-40028,Deployed,CheckedOut,,,,Good,TRUE,
7c8f0001-ce92-56b4-a16a-b8cf22ed1655,TXN-008445,SLM-S50-500001,Available,CheckedOut,,,,,TRUE,
a23582eb-5448-5213-bb09-ef7776d7d4d9,TXN-008446,CAM-7000001,Available,CheckedOut,,,,,TRUE,
16f67469-fe37-5aa4-be00-16989898708e,TXN-008447,AT-5001,Available,CheckedOut,,,,,TRUE,
ef209d89-1246-543f-b537-e999e9c72804,TXN-008448,GEO-BG-30028,Available,InCalibration,,,,,TRUE,
1ec73f31-60c7-5b17-b9e3-f6c624f2db3b,TXN-008449,DL-UM-40022,CheckedOut,Deployed,Primary,,Solar,,TRUE,
17c0ea87-d866-54ba-acf4-dff7b2210c13,TXN-008449,GEO-UM-40022,CheckedOut,Deployed,Sensor1,H,Solar,,TRUE,
f664d6aa-a2b3-5d82-8ab8-f5ab08050c43,TXN-008450,SLM-S50-500012,Available,CheckedOut,,,,,TRUE,
a46eea94-93d5-54eb-a45a-20a000759a78,TXN-008451,SLM-S50-500018,Available,CheckedOut,,,,,TRUE,
e14ef8f6-7c01-5db2-aba6-d64b772584d5,TXN-008452,DL-BE-30013,Deployed,Deployed,,,,,TRUE,
46457f71-ac4b-55ed-912d-bb89c06d3162,TXN-008452,DL-BE-30017,Deployed,Deployed,,,,,TRUE,
060db51a-c8ec-5fc5-8917-b6d0b0117c06,TXN-008452,DL-BE-30020,Deployed,Deployed,,,,,TRUE,
488cb595-f918-5c1e-ae47-380ab9fe529a,TXN-008452,DL-BE-30023,Deployed,Deployed,,,,,TRUE,
2dd272d5-29ee-571f-8455-268be36d39e5,TXN-008452,DST-5004,Available,Available,,,,,TRUE,
1bd34828-8927-5644-af83-15d5ae8cf3ee,TXN-008452,GEO-BG-30016,Available,Available,,,,,TRUE,
c1dffcf7-7720-5ba1-bc2a-f3964e202336,TXN-008452,GEO-BG-30022,Deployed,Deployed,,,,,TRUE,
40565411-37af-5ce9-a5fc-c756f959094c,TXN-008452,DST-5010,Available,Available,,,,,TRUE,
192417e5-6445-5a51-91c1-d75a3a4b7204,TXN-008452,DL-BE-30049,Available,Available,,,,,TRUE,
896b20ba-7286-5bba-9688-dd1f2a78f766,TXN-008452,DL-BE-30055,Deployed,Deployed,,,,,TRUE,
2711c416-93bd-541a-88f4-4e57fe1ba47e,TXN-008452,DL-BE-30056,Deployed,Deployed,,,,,TRUE,
c8214c67-b72d-59ac-b867-5c5257bf6dbe,TXN-008452,DST-5012,Available,Available,,,,,TRUE,
f0ce3d4f-77cb-5ad1-a237-3d4bdc0803e9,TXN-008452,GEO-UM-40001,Deployed,Deployed,,,,,TRUE,
1561eff2-06cf-5bd3-96b1-ff55f88869f3,TXN-008452,DST-5013,Available,Available,,,,,TRUE,
35461d4e-2eeb-5d8d-9e14-fd7765c8f220,TXN-008452,GEO-V12-400001,Available,Available,,,,,TRUE,
42989e4a-7c21-50b6-bfcb-ae07aa84f03e,TXN-008452,CAM-7200000,Available,Available,,,,,TRUE,
44acb06a-83df-54de-8431-3bf087c39602,TXN-008452,GEO-V12-400005,Available,Available,,,,,TRUE,
f9920829-b00e-5016-a130-61f5173d90ac,TXN-008452,AC-5001,Available,Available,,,,,TRUE,
c09af9b3-d094-5036-b80a-1326db24f685,TXN-008452,SLM-S50-500009,Available,Available,,,,,TRUE,
a9b661de-c68d-53fa-b1a3-552ea187d894,TXN-008452,DST-5039,Available,Available,,,,,TRUE,
0ac42587-1453-57fd-bff9-af25f8d985b3,TXN-008452,CAM-7000000,Available,Available,,,,,TRUE,
9b63169b-1485-5f38-93e5-fae03a70165f,TXN-008452,DST-5043,Available,Available,,,,,TRUE,
fb09c4e4-db69-5e33-8b32-c2a6c57d0d60,TXN-008452,GEO-V12-400007,Available,Available,,,,,TRUE,
84d5ad86-9502-5f7c-9787-b9b065142cd8,TXN-008452,GEO-UM-40025,Deployed,Deployed,,,,,TRUE,
9b68a150-a84e-53e9-8283-663598b8f305,TXN-008452,DL-UM-40027,Deployed,Deployed,,,,,TRUE,
4553261b-4e9e-5779-9d3e-00c6b3636d5f,TXN-008452,GEO-UM-40027,Deployed,Deployed,,,,,TRUE,
56a40a94-e66b-5d64-b846-ddf4580a3b1a,TXN-008453,DL-BE-30024,InCalibration,Available,,,,,TRUE,
6c1ddf33-0ec4-52e0-9bc5-7340b0f4483a,TXN-008454,CAM-7000001,CheckedOut,Available,,,,Good,TRUE,
c30c9359-3821-508b-969e-555e25c39938,TXN-008455,GEO-UM-40020,Deployed,CheckedOut,,,,Good,TRUE,
f7832367-d7c0-5461-9cd6-0e7d752cc060,TXN-008456,DL-BE-30059,Deployed,CheckedOut,,,,Good,TRUE,
3405ee1e-da8e-5a63-bded-6ece20f17e56,TXN-008457,SLM-S50-500017,Available,Available,,,,,TRUE,
32d8ece7-dc3e-573f-bd1a-d425e867bd18,TXN-008458,DL-BE-30049,Available,InCalibration,,,,,TRUE,
cb2c4bba-d693-5fe5-a8c7-88a02632c64a,TXN-008459,DL-BE-30020,Deployed,CheckedOut,,,,Good,TRUE,
8d0db036-9521-57b4-993a-d4a18c9dfefd,TXN-008459,GEO-BG-30022,Deployed,CheckedOut,,,,Good,TRUE,
3d7b19f2-9664-5e8b-a5cf-7a40a5d2e70b,TXN-008459,GEO-BG-30023,Deployed,CheckedOut,,,,Good,TRUE,
fd62ff78-a1dd-5f86-b0b3-8eb62ac4d0ec,TXN-008460,VWR-70000,CheckedOut,Available,,,,Good,TRUE,
4e2d8727-45c4-513d-b195-65d5391df6a7,TXN-008461,DL-BE-30058,Deployed,Deployed,,,,,TRUE,
b282b81d-8004-59e1-aad5-f49459074572,TXN-008462,DL-UM-40028,CheckedOut,Available,,,,Good,TRUE,
7e77b430-9928-59bd-9ff2-d15693549f06,TXN-008462,GEO-UM-40028,CheckedOut,Available,,,,Good,TRUE,
e26026e8-3ea4-552b-8626-32a3349d58dc,TXN-008463,GEO-C22-450002,InCalibration,Available,,,,,TRUE,
f71197cf-ccc0-57b2-8cea-7264d363eb9b,TXN-008464,DL-BE-30007,Available,CheckedOut,,,,,TRUE,
f8f47b64-090f-5fbd-97ac-ca48bc569d2e,TXN-008464,GEO-BG-30017,Available,CheckedOut,,,,,TRUE,
9d22eeea-6be2-5473-88cd-b232345252d4,TXN-008465,DL-UM-40023,Deployed,CheckedOut,,,,Good,TRUE,
c714edcb-0fc4-5bf8-82dd-0e834fa1d2c4,TXN-008465,GEO-UM-40023,Deployed,CheckedOut,,,,Good,TRUE,
f5c348ad-f1e2-567a-8fd8-f2a580968ea9,TXN-008466,DL-UM-40019,Deployed,CheckedOut,,,,Good,TRUE,
090bb012-ffa1-5498-b104-5a1f40324e54,TXN-008467,AQDS-900000,CheckedOut,Available,,,,Good,TRUE,
ab4ab05f-4748-582a-a951-30d03060d3f4,TXN-008468,DL-BE-30022,Available,CheckedOut,,,,,TRUE,
c38ed711-c420-5744-b9b8-7d31e9468e11,TXN-008469,VWR-E-2000000,Available,CheckedOut,,,,,TRUE,
e8c43ba7-ccc7-5d9c-80f5-65dcf0298c9b,TXN-008470,DL-BE-30022,CheckedOut,Deployed,Primary,,Battery,,TRUE,
1f88d7e6-bf3c-5a3a-81ae-585445b76718,TXN-008471,DL-BE-30059,CheckedOut,Available,,,,Good,TRUE,
0c91461e-abb2-5a92-a836-88b9e2770282,TXN-008472,SLM-S50-500018,CheckedOut,Available,,,,Good,TRUE,
d39e6974-0de1-59b0-a259-6fe178a55b01,TXN-008473,DL-UM-40023,CheckedOut,Available,,,,Good,TRUE,
32448d2b-69d1-59f4-a3da-6aba36301647,TXN-008473,GEO-UM-40023,CheckedOut,Available,,,,Good,TRUE,
576e8a20-fba3-525c-9703-1238b48cd816,TXN-008474,SLM-S50-500017,Available,CheckedOut,,,,,TRUE,
5df64409-a56b-52fd-9113-7eb000849a60,TXN-008475,GoPro-C90000000,Available,CheckedOut,,,,,TRUE,
011227a9-49f2-5d1d-8437-08ad92ad59f7,TXN-008476,GEO-UM-40020,CheckedOut,Available,,,,Good,TRUE,
5482685c-00e9-58c2-b1e7-2f02871ddd7b,TXN-008477,DL-D10-300002,Available,Deployed,Primary,,Battery,,TRUE,
3848769b-6528-5f9b-a5f3-1b3e0eed90b8,TXN-008477,GEO-C22-450000,Available,Deployed,Sensor1,W,Battery,,TRUE,
f1c7ca9a-7751-5679-aea8-28a50b7b554e,TXN-008477,SLM-S50-500006,Available,Deployed,Microphone,,Battery,,TRUE,
2d5f6eea-183b-57c3-93dd-9caae186e8c0,TXN-008477,GEO-C22-450001,Available,Deployed,Sensor2,S,Battery,,TRUE,
e5e77d46-8bad-5c44-bb33-d858dada2455,TXN-008477,GEO-V12-400008,Available,Deployed,Sensor3,S,Battery,,TRUE,
08f2c03e-01be-5cc7-b996-f87858cfb884,TXN-008478,GEO-BG-30032,InCalibration,Available,,,,,TRUE,
3eb0a730-4970-597f-8137-62a4638efb20,TXN-008479,DL-BE-30059,Available,InCalibration,,,,,TRUE,
4e489c61-b973-50ec-9a47-aec8df071d44,TXN-008480,DL-UM-40030,Available,CheckedOut,,,,,TRUE,
84b31d1b-0c46-5f7d-8bc6-23bc7deb7aeb,TXN-008480,GEO-UM-40030,Available,CheckedOut,,,,,TRUE,
b568c4dd-3c7b-52db-9983-5949a309f30a,TXN-008481,AC-5001,Available,CheckedOut,,,,,TRUE,
d6c9cbf5-8ee6-5336-9b42-ea38fe5ba14e,TXN-008482,DL-BE-30018,Deployed,Deployed,,,,,TRUE,
9a6a426a-eddc-505d-acff-f6899623b933,TXN-008482,GEO-BG-30021,Deployed,Deployed,,,,,TRUE,
47594a81-545a-5d25-b631-e8ce33d2f02d,TXN-008483,DL-UM-40013,Deployed,CheckedOut,,,,Good,TRUE,
662e4adc-27d8-5858-ba2e-1e67839b4ef9,TXN-008483,GEO-UM-40013,Deployed,CheckedOut,,,,Good,TRUE,
802ce600-dafb-5005-95f0-b06839033a83,TXN-008484,DL-BE-30043,Deployed,CheckedOut,,,,Good,TRUE,
78ce9dff-fdd5-590b-ae09-ac86e59071fe,TXN-008485,GEO-UM-40020,Available,InCalibration,,,,,TRUE,
2f8f762a-1218-551c-b63f-05c97827d12a,TXN-008486,DL-BE-30020,CheckedOut,Available,,,,Good,TRUE,
285e88cc-ed92-57fa-816f-fdaf1b338f37,TXN-008486,GEO-BG-30022,CheckedOut,Available,,,,Good,TRUE,
dc4df957-dcf1-56ed-af79-466e5da2bfdf,TXN-008486,GEO-BG-30023,CheckedOut,Available,,,,Good,TRUE,
76432055-c14b-5d02-a988-63eaeffdba44,TXN-008487,DL-UM-40030,CheckedOut,Deployed,Primary,,Battery,,TRUE,
758f9ea0-b499-5955-836e-c214df233b19,TXN-008487,GEO-UM-40030,CheckedOut,Deployed,Sensor1,E,Battery,,TRUE,
e6151b6b-b523-51c2-b647-2d2a1c21cc11,TXN-008488,DL-BE-30007,CheckedOut,Deployed,Primary,,AC,,TRUE,
e7ef14a1-8ff0-5e1a-8902-b970d3449a19,TXN-008488,GEO-BG-30017,CheckedOut,Deployed,Sensor1,E,AC,,TRUE,
c04b6b2b-7eec-5d64-bbf6-d06fe5a04192,TXN-008489,GoPro-C90000000,CheckedOut,Available,,,,Good,TRUE,
187180b0-5137-542b-b915-6f8094e702ca,TXN-008490,DL-UM-40009,Deployed,Deployed,,,,,TRUE,
a3764a69-77dd-5897-bd9d-36cc947c018b,TXN-008490,GEO-UM-40009,Deployed,Deployed,,,,,TRUE,
44fcf26f-7118-50cf-935f-1128d8b3dfb8,TXN-008490,MDM-3000000001,Deployed,Deployed,,,,,TRUE,
8d96e5a2-73f7-58d6-a30f-f40338c1e022,TXN-008491,DL-UM-40019,CheckedOut,Available,,,,Good,TRUE,
ff393bd0-26fa-59d5-9f62-803244e0e6c2,TXN-008492,SLM-S50-500014,CheckedOut,Available,,,,Good,TRUE,
90566794-24a5-58b5-b58d-89d946d9c759,TXN-008493,DL-UM-40020,Deployed,CheckedOut,,,,Good,TRUE,
fcf2d3a8-2674-5a96-b3c0-599d965e2c27,TXN-008494,DL-BE-30006,InCalibration,Available,,,,,TRUE,
b0e77c47-fe77-53a4-a56a-508f24a38f64,TXN-008495,GEO-V12-400000,Deployed,CheckedOut,,,,,TRUE,
8f727f48-6577-5022-a154-f4d7b730ef65,TXN-008496,GEO-V12-400004,Available,Deployed,Sensor1,N,Solar,,TRUE,
15b0b240-6a55-5c19-b105-234249570014,TXN-008497,DL-BE-30051,InCalibration,Available,,,,,TRUE,
6d0bc9d6-6c74-5a09-aca9-c7562cd32d1d,TXN-008498,DL-UM-40017,Deployed,CheckedOut,,,,Good,TRUE,
7ba7a863-a15e-5d0c-bd7a-82b017c951f3,TXN-008499,DL-D10-300001,Deployed,CheckedOut,,,,Good,TRUE,
b054ed6f-e95a-5a1e-aed4-94a50f1022a8,TXN-008499,GEO-V12-400002,Deployed,CheckedOut,,,,Good,TRUE,
b3f96606-398e-519f-9335-ce60e78039ba,TXN-008499,SLM-S50-500002,Deployed,CheckedOut,,,,Good,TRUE,
852c51e0-6d71-5ba3-84c3-f5e159cbaa43,TXN-008500,GEO-BG-30023,Available,InCalibration,,,,,TRUE,
